frame,time,period,left_occupancy,right_occupancy,left_blocked_cum,right_blocked_cum,left_blocked_in_frame,right_blocked_in_frame,left_latest_event,right_latest_event
607,12:45,Saturation,19,23,0,21,False,False,ARRIVAL,BLOCKED
608,12:46,Saturation,19,23,0,21,False,False,ARRIVAL,BLOCKED
609,12:46,Saturation,19,23,0,21,False,False,ARRIVAL,BLOCKED
610,12:47,Saturation,19,23,0,21,False,False,ARRIVAL,BLOCKED
611,12:48,Saturation,19,23,0,21,False,False,ARRIVAL,BLOCKED
612,12:48,Saturation,20,23,0,21,False,False,ARRIVAL,BLOCKED
613,12:49,Saturation,20,23,0,22,False,True,ARRIVAL,BLOCKED
614,12:50,Saturation,20,22,0,22,False,False,ARRIVAL,DEPARTURE
615,12:50,Saturation,20,21,0,22,False,False,ARRIVAL,DEPARTURE
616,12:51,Saturation,20,21,0,22,False,False,ARRIVAL,DEPARTURE
617,12:52,Saturation,20,21,0,22,False,False,ARRIVAL,DEPARTURE
618,12:52,Saturation,19,21,0,22,False,False,DEPARTURE,DEPARTURE
619,12:53,Saturation,19,21,0,22,False,False,DEPARTURE,DEPARTURE
620,12:54,Saturation,19,21,0,22,False,False,DEPARTURE,DEPARTURE
621,12:54,Saturation,19,23,0,23,False,True,DEPARTURE,BLOCKED
622,12:55,Saturation,19,23,0,23,False,False,DEPARTURE,BLOCKED
623,12:56,Saturation,19,23,0,23,False,False,DEPARTURE,BLOCKED
624,12:56,Saturation,19,23,0,23,False,False,DEPARTURE,BLOCKED
625,12:57,Saturation,19,23,0,23,False,False,DEPARTURE,BLOCKED
626,12:58,Saturation,19,23,0,23,False,False,DEPARTURE,BLOCKED
627,12:58,Saturation,19,23,0,23,False,False,DEPARTURE,BLOCKED
628,12:59,Saturation,19,23,0,23,False,False,DEPARTURE,BLOCKED
629,13:00,Saturation,20,23,0,23,False,False,ARRIVAL,BLOCKED
630,13:00,Saturation,20,23,0,23,False,False,ARRIVAL,BLOCKED
631,13:01,Saturation,20,23,0,23,False,False,ARRIVAL,BLOCKED
632,13:02,Saturation,20,22,0,23,False,False,ARRIVAL,DEPARTURE
633,13:02,Saturation,20,23,0,24,False,True,ARRIVAL,BLOCKED
634,13:03,Saturation,19,23,0,24,False,False,DEPARTURE,BLOCKED
635,13:04,Saturation,19,23,0,24,False,False,DEPARTURE,BLOCKED
636,13:04,Saturation,19,23,0,24,False,False,DEPARTURE,BLOCKED
637,13:05,Saturation,19,23,0,24,False,False,DEPARTURE,BLOCKED
638,13:06,Saturation,19,22,0,24,False,False,DEPARTURE,DEPARTURE
639,13:06,Saturation,19,23,0,25,False,True,DEPARTURE,BLOCKED
640,13:07,Saturation,19,23,0,25,False,False,DEPARTURE,BLOCKED
641,13:08,Saturation,19,23,0,25,False,False,DEPARTURE,BLOCKED
642,13:08,Saturation,19,23,0,25,False,False,DEPARTURE,BLOCKED
643,13:09,Saturation,19,23,0,25,False,False,DEPARTURE,BLOCKED
644,13:10,Saturation,19,23,0,25,False,False,DEPARTURE,BLOCKED
645,13:10,Saturation,19,23,0,25,False,False,DEPARTURE,BLOCKED
646,13:11,Saturation,19,23,0,25,False,False,DEPARTURE,BLOCKED
647,13:12,Saturation,20,23,0,25,False,False,ARRIVAL,BLOCKED
648,13:12,Saturation,20,23,0,25,False,False,ARRIVAL,BLOCKED
649,13:13,Saturation,20,23,0,25,False,False,ARRIVAL,BLOCKED
650,13:14,Saturation,20,23,0,25,False,False,ARRIVAL,BLOCKED
651,13:14,Saturation,20,23,0,25,False,False,ARRIVAL,BLOCKED
652,13:15,Saturation,20,23,0,25,False,False,ARRIVAL,BLOCKED
653,13:16,Saturation,20,23,0,25,False,False,ARRIVAL,BLOCKED
654,13:16,Saturation,20,23,0,25,False,False,ARRIVAL,BLOCKED
655,13:17,Saturation,20,23,0,25,False,False,ARRIVAL,BLOCKED
656,13:18,Saturation,20,23,0,25,False,False,ARRIVAL,BLOCKED
657,13:18,Saturation,20,22,0,25,False,False,ARRIVAL,DEPARTURE
658,13:19,Saturation,20,22,0,25,False,False,ARRIVAL,DEPARTURE
659,13:20,Saturation,20,22,0,25,False,False,ARRIVAL,DEPARTURE
660,13:20,Saturation,20,22,0,25,False,False,ARRIVAL,DEPARTURE
661,13:21,Saturation,19,22,0,25,False,False,DEPARTURE,DEPARTURE
662,13:22,Saturation,19,22,0,25,False,False,DEPARTURE,DEPARTURE
663,13:22,Saturation,19,23,0,26,False,True,DEPARTURE,BLOCKED
664,13:23,Saturation,19,23,0,26,False,False,DEPARTURE,BLOCKED
665,13:24,Saturation,19,23,0,26,False,False,DEPARTURE,BLOCKED
666,13:24,Saturation,18,23,0,26,False,False,DEPARTURE,BLOCKED
667,13:25,Saturation,18,23,0,26,False,False,DEPARTURE,BLOCKED
668,13:26,Saturation,17,23,0,26,False,False,DEPARTURE,BLOCKED
669,13:26,Saturation,17,23,0,26,False,False,DEPARTURE,BLOCKED
670,13:27,Saturation,17,23,0,26,False,False,DEPARTURE,BLOCKED
671,13:28,Saturation,17,23,0,26,False,False,DEPARTURE,BLOCKED
672,13:28,Saturation,16,23,0,26,False,False,DEPARTURE,BLOCKED
673,13:29,Saturation,16,23,0,26,False,False,DEPARTURE,BLOCKED
674,13:30,Saturation,16,23,0,26,False,False,DEPARTURE,BLOCKED
675,13:30,Saturation,16,22,0,26,False,False,DEPARTURE,DEPARTURE
676,13:31,Saturation,16,23,0,27,False,True,DEPARTURE,BLOCKED
677,13:32,Saturation,16,22,0,27,False,False,DEPARTURE,DEPARTURE
678,13:32,Saturation,16,22,0,27,False,False,DEPARTURE,DEPARTURE
679,13:33,Saturation,16,23,0,28,False,True,DEPARTURE,BLOCKED
680,13:34,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
681,13:34,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
682,13:35,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
683,13:36,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
684,13:36,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
685,13:37,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
686,13:38,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
687,13:38,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
688,13:39,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
689,13:40,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
690,13:40,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
691,13:41,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
692,13:42,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
693,13:42,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
694,13:43,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
695,13:44,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
696,13:44,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
697,13:45,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
698,13:46,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
699,13:46,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
700,13:47,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
701,13:48,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
702,13:48,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
703,13:49,Saturation,16,23,0,28,False,False,DEPARTURE,BLOCKED
704,13:50,Saturation,15,23,0,28,False,False,DEPARTURE,BLOCKED
705,13:50,Saturation,15,23,0,28,False,False,DEPARTURE,BLOCKED
706,13:51,Saturation,15,23,0,28,False,False,DEPARTURE,BLOCKED
707,13:52,Saturation,15,23,0,28,False,False,DEPARTURE,BLOCKED
708,13:52,Saturation,15,23,0,28,False,False,DEPARTURE,BLOCKED
709,13:53,Saturation,15,23,0,28,False,False,DEPARTURE,BLOCKED
710,13:54,Saturation,15,23,0,28,False,False,DEPARTURE,BLOCKED
711,13:54,Saturation,15,23,0,28,False,False,ARRIVAL,BLOCKED
712,13:55,Saturation,15,23,0,28,False,False,ARRIVAL,BLOCKED
713,13:56,Saturation,15,23,0,28,False,False,ARRIVAL,BLOCKED
714,13:56,Saturation,15,23,0,28,False,False,ARRIVAL,BLOCKED
715,13:57,Saturation,15,23,0,28,False,False,ARRIVAL,BLOCKED
716,13:58,Saturation,15,23,0,28,False,False,ARRIVAL,BLOCKED
717,13:58,Saturation,15,23,0,28,False,False,ARRIVAL,BLOCKED
718,13:59,Saturation,15,23,0,28,False,False,ARRIVAL,BLOCKED
719,14:00,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
720,14:00,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
721,14:01,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
722,14:02,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
723,14:02,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
724,14:03,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
725,14:04,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
726,14:04,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
727,14:05,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
728,14:06,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
729,14:06,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
730,14:07,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
731,14:08,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
732,14:08,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
733,14:09,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
734,14:10,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
735,14:10,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
736,14:11,Afternoon drain,15,23,0,28,False,False,ARRIVAL,BLOCKED
737,14:12,Afternoon drain,16,23,0,28,False,False,ARRIVAL,BLOCKED
738,14:12,Afternoon drain,16,23,0,28,False,False,ARRIVAL,BLOCKED
739,14:13,Afternoon drain,16,23,0,28,False,False,ARRIVAL,BLOCKED
740,14:14,Afternoon drain,16,23,0,28,False,False,ARRIVAL,BLOCKED
741,14:14,Afternoon drain,16,23,0,28,False,False,ARRIVAL,BLOCKED
742,14:15,Afternoon drain,16,23,0,28,False,False,ARRIVAL,BLOCKED
743,14:16,Afternoon drain,16,23,0,28,False,False,ARRIVAL,BLOCKED
744,14:16,Afternoon drain,15,23,0,28,False,False,DEPARTURE,BLOCKED
745,14:17,Afternoon drain,15,23,0,28,False,False,DEPARTURE,BLOCKED
746,14:18,Afternoon drain,14,23,0,28,False,False,DEPARTURE,BLOCKED
747,14:18,Afternoon drain,14,22,0,28,False,False,DEPARTURE,DEPARTURE
748,14:19,Afternoon drain,14,22,0,28,False,False,DEPARTURE,DEPARTURE
749,14:20,Afternoon drain,14,22,0,28,False,False,DEPARTURE,DEPARTURE
750,14:20,Afternoon drain,14,22,0,28,False,False,DEPARTURE,DEPARTURE
751,14:21,Afternoon drain,14,22,0,28,False,False,DEPARTURE,DEPARTURE
752,14:22,Afternoon drain,14,23,0,29,False,True,DEPARTURE,BLOCKED
753,14:22,Afternoon drain,14,23,0,29,False,False,DEPARTURE,BLOCKED
754,14:23,Afternoon drain,14,23,0,29,False,False,DEPARTURE,BLOCKED
755,14:24,Afternoon drain,14,23,0,29,False,False,DEPARTURE,BLOCKED
756,14:24,Afternoon drain,14,23,0,29,False,False,DEPARTURE,BLOCKED
757,14:25,Afternoon drain,15,23,0,29,False,False,ARRIVAL,BLOCKED
758,14:26,Afternoon drain,14,23,0,29,False,False,DEPARTURE,BLOCKED
759,14:26,Afternoon drain,14,23,0,29,False,False,DEPARTURE,BLOCKED
760,14:27,Afternoon drain,14,22,0,29,False,False,DEPARTURE,DEPARTURE
761,14:28,Afternoon drain,14,21,0,29,False,False,DEPARTURE,DEPARTURE
762,14:28,Afternoon drain,14,21,0,29,False,False,DEPARTURE,DEPARTURE
763,14:29,Afternoon drain,14,22,0,29,False,False,DEPARTURE,ARRIVAL
764,14:30,Afternoon drain,14,22,0,29,False,False,DEPARTURE,ARRIVAL
765,14:30,Afternoon drain,14,22,0,29,False,False,DEPARTURE,ARRIVAL
766,14:31,Afternoon drain,14,22,0,29,False,False,DEPARTURE,ARRIVAL
767,14:32,Afternoon drain,14,22,0,29,False,False,DEPARTURE,ARRIVAL
768,14:32,Afternoon drain,14,22,0,29,False,False,DEPARTURE,ARRIVAL
769,14:33,Afternoon drain,14,21,0,29,False,False,DEPARTURE,DEPARTURE
770,14:34,Afternoon drain,15,21,0,29,False,False,ARRIVAL,DEPARTURE
771,14:34,Afternoon drain,15,21,0,29,False,False,ARRIVAL,DEPARTURE
772,14:35,Afternoon drain,15,21,0,29,False,False,ARRIVAL,DEPARTURE
773,14:36,Afternoon drain,15,21,0,29,False,False,ARRIVAL,DEPARTURE
774,14:36,Afternoon drain,13,21,0,29,False,False,DEPARTURE,DEPARTURE
775,14:37,Afternoon drain,12,21,0,29,False,False,DEPARTURE,DEPARTURE
776,14:38,Afternoon drain,12,21,0,29,False,False,DEPARTURE,DEPARTURE
777,14:38,Afternoon drain,14,21,0,29,False,False,ARRIVAL,DEPARTURE
778,14:39,Afternoon drain,14,21,0,29,False,False,ARRIVAL,DEPARTURE
779,14:40,Afternoon drain,14,21,0,29,False,False,ARRIVAL,DEPARTURE
780,14:40,Afternoon drain,13,21,0,29,False,False,DEPARTURE,DEPARTURE
781,14:41,Afternoon drain,13,21,0,29,False,False,DEPARTURE,DEPARTURE
782,14:42,Afternoon drain,13,21,0,29,False,False,DEPARTURE,DEPARTURE
783,14:42,Afternoon drain,13,21,0,29,False,False,DEPARTURE,DEPARTURE
784,14:43,Afternoon drain,13,21,0,29,False,False,DEPARTURE,DEPARTURE
785,14:44,Afternoon drain,13,21,0,29,False,False,DEPARTURE,DEPARTURE
786,14:44,Afternoon drain,13,20,0,29,False,False,DEPARTURE,DEPARTURE
787,14:45,Afternoon drain,13,20,0,29,False,False,DEPARTURE,DEPARTURE
788,14:46,Afternoon drain,12,20,0,29,False,False,DEPARTURE,DEPARTURE
789,14:46,Afternoon drain,13,20,0,29,False,False,ARRIVAL,DEPARTURE
790,14:47,Afternoon drain,13,20,0,29,False,False,ARRIVAL,DEPARTURE
791,14:48,Afternoon drain,13,20,0,29,False,False,ARRIVAL,DEPARTURE
792,14:48,Afternoon drain,12,20,0,29,False,False,DEPARTURE,DEPARTURE
793,14:49,Afternoon drain,12,20,0,29,False,False,DEPARTURE,DEPARTURE
794,14:50,Afternoon drain,12,20,0,29,False,False,DEPARTURE,DEPARTURE
795,14:50,Afternoon drain,11,19,0,29,False,False,DEPARTURE,DEPARTURE
796,14:51,Afternoon drain,12,19,0,29,False,False,ARRIVAL,DEPARTURE
797,14:52,Afternoon drain,12,19,0,29,False,False,ARRIVAL,DEPARTURE
798,14:52,Afternoon drain,11,19,0,29,False,False,DEPARTURE,DEPARTURE
799,14:53,Afternoon drain,11,19,0,29,False,False,DEPARTURE,DEPARTURE
800,14:54,Afternoon drain,11,19,0,29,False,False,DEPARTURE,DEPARTURE
801,14:54,Afternoon drain,11,19,0,29,False,False,DEPARTURE,DEPARTURE
802,14:55,Afternoon drain,11,19,0,29,False,False,DEPARTURE,DEPARTURE
803,14:56,Afternoon drain,11,19,0,29,False,False,DEPARTURE,DEPARTURE
804,14:56,Afternoon drain,11,20,0,29,False,False,DEPARTURE,ARRIVAL
805,14:57,Afternoon drain,11,20,0,29,False,False,DEPARTURE,ARRIVAL
806,14:58,Afternoon drain,11,20,0,29,False,False,DEPARTURE,ARRIVAL
807,14:58,Afternoon drain,11,20,0,29,False,False,DEPARTURE,ARRIVAL
808,14:59,Afternoon drain,11,20,0,29,False,False,DEPARTURE,ARRIVAL
809,15:00,Afternoon drain,11,20,0,29,False,False,DEPARTURE,ARRIVAL
810,15:00,Afternoon drain,11,21,0,29,False,False,DEPARTURE,ARRIVAL
811,15:01,Afternoon drain,11,21,0,29,False,False,DEPARTURE,ARRIVAL
812,15:02,Afternoon drain,11,21,0,29,False,False,DEPARTURE,ARRIVAL
813,15:02,Afternoon drain,11,21,0,29,False,False,DEPARTURE,ARRIVAL
814,15:03,Afternoon drain,11,21,0,29,False,False,DEPARTURE,ARRIVAL
815,15:04,Afternoon drain,12,21,0,29,False,False,ARRIVAL,ARRIVAL
816,15:04,Afternoon drain,12,21,0,29,False,False,ARRIVAL,ARRIVAL
817,15:05,Afternoon drain,12,21,0,29,False,False,ARRIVAL,ARRIVAL
818,15:06,Afternoon drain,12,21,0,29,False,False,ARRIVAL,ARRIVAL
819,15:06,Afternoon drain,12,21,0,29,False,False,ARRIVAL,ARRIVAL
820,15:07,Afternoon drain,12,21,0,29,False,False,ARRIVAL,ARRIVAL
821,15:08,Afternoon drain,12,21,0,29,False,False,ARRIVAL,ARRIVAL
822,15:08,Afternoon drain,12,22,0,29,False,False,ARRIVAL,ARRIVAL
823,15:09,Afternoon drain,12,22,0,29,False,False,ARRIVAL,ARRIVAL
824,15:10,Afternoon drain,12,22,0,29,False,False,ARRIVAL,ARRIVAL
825,15:10,Afternoon drain,12,22,0,29,False,False,ARRIVAL,ARRIVAL
826,15:11,Afternoon drain,12,22,0,29,False,False,ARRIVAL,ARRIVAL
827,15:12,Afternoon drain,12,22,0,29,False,False,ARRIVAL,ARRIVAL
828,15:12,Afternoon drain,12,22,0,29,False,False,ARRIVAL,ARRIVAL
829,15:13,Afternoon drain,12,23,0,30,False,True,ARRIVAL,BLOCKED
830,15:14,Afternoon drain,12,23,0,30,False,False,ARRIVAL,BLOCKED
831,15:14,Afternoon drain,12,23,0,30,False,False,ARRIVAL,BLOCKED
832,15:15,Afternoon drain,12,22,0,30,False,False,ARRIVAL,DEPARTURE
833,15:16,Afternoon drain,12,22,0,30,False,False,ARRIVAL,DEPARTURE
834,15:16,Afternoon drain,12,22,0,30,False,False,ARRIVAL,DEPARTURE
835,15:17,Afternoon drain,12,22,0,30,False,False,ARRIVAL,DEPARTURE
836,15:18,Afternoon drain,12,22,0,30,False,False,ARRIVAL,DEPARTURE
837,15:18,Afternoon drain,12,22,0,30,False,False,ARRIVAL,DEPARTURE
838,15:19,Afternoon drain,12,22,0,30,False,False,ARRIVAL,DEPARTURE
839,15:20,Afternoon drain,13,23,0,31,False,True,ARRIVAL,BLOCKED
840,15:20,Afternoon drain,13,23,0,31,False,False,ARRIVAL,BLOCKED
841,15:21,Afternoon drain,13,22,0,31,False,False,ARRIVAL,DEPARTURE
842,15:22,Afternoon drain,13,22,0,31,False,False,ARRIVAL,DEPARTURE
843,15:22,Afternoon drain,14,22,0,31,False,False,ARRIVAL,DEPARTURE
844,15:23,Afternoon drain,15,22,0,31,False,False,ARRIVAL,DEPARTURE
845,15:24,Afternoon drain,15,22,0,31,False,False,ARRIVAL,DEPARTURE
846,15:24,Afternoon drain,15,22,0,31,False,False,ARRIVAL,DEPARTURE
847,15:25,Afternoon drain,15,22,0,31,False,False,ARRIVAL,DEPARTURE
848,15:26,Afternoon drain,15,21,0,31,False,False,ARRIVAL,DEPARTURE
849,15:26,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
850,15:27,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
851,15:28,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
852,15:28,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
853,15:29,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
854,15:30,Afternoon drain,14,20,0,31,False,False,DEPARTURE,DEPARTURE
855,15:30,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
856,15:31,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
857,15:32,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
858,15:32,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
859,15:33,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
860,15:34,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
861,15:34,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
862,15:35,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
863,15:36,Afternoon drain,15,20,0,31,False,False,ARRIVAL,DEPARTURE
864,15:36,Afternoon drain,15,19,0,31,False,False,ARRIVAL,DEPARTURE
865,15:37,Afternoon drain,14,18,0,31,False,False,DEPARTURE,DEPARTURE
866,15:38,Afternoon drain,14,18,0,31,False,False,DEPARTURE,DEPARTURE
867,15:38,Afternoon drain,14,18,0,31,False,False,DEPARTURE,DEPARTURE
868,15:39,Afternoon drain,13,18,0,31,False,False,DEPARTURE,DEPARTURE
869,15:40,Afternoon drain,13,18,0,31,False,False,DEPARTURE,DEPARTURE
870,15:40,Afternoon drain,13,18,0,31,False,False,DEPARTURE,DEPARTURE
871,15:41,Afternoon drain,13,18,0,31,False,False,DEPARTURE,DEPARTURE
872,15:42,Afternoon drain,13,18,0,31,False,False,DEPARTURE,DEPARTURE
873,15:42,Afternoon drain,13,18,0,31,False,False,DEPARTURE,DEPARTURE
874,15:43,Afternoon drain,12,18,0,31,False,False,DEPARTURE,DEPARTURE
875,15:44,Afternoon drain,12,19,0,31,False,False,DEPARTURE,ARRIVAL
876,15:44,Afternoon drain,11,19,0,31,False,False,DEPARTURE,ARRIVAL
877,15:45,Afternoon drain,11,19,0,31,False,False,DEPARTURE,ARRIVAL
878,15:46,Afternoon drain,11,19,0,31,False,False,DEPARTURE,ARRIVAL
879,15:46,Afternoon drain,11,18,0,31,False,False,DEPARTURE,DEPARTURE
880,15:47,Afternoon drain,11,18,0,31,False,False,DEPARTURE,DEPARTURE
881,15:48,Afternoon drain,11,18,0,31,False,False,DEPARTURE,DEPARTURE
882,15:48,Afternoon drain,11,18,0,31,False,False,DEPARTURE,DEPARTURE
883,15:49,Afternoon drain,10,18,0,31,False,False,DEPARTURE,DEPARTURE
884,15:50,Afternoon drain,10,19,0,31,False,False,DEPARTURE,ARRIVAL
885,15:50,Afternoon drain,10,18,0,31,False,False,DEPARTURE,DEPARTURE
886,15:51,Afternoon drain,11,18,0,31,False,False,ARRIVAL,DEPARTURE
887,15:52,Afternoon drain,11,18,0,31,False,False,ARRIVAL,DEPARTURE
888,15:52,Afternoon drain,11,18,0,31,False,False,ARRIVAL,DEPARTURE
889,15:53,Afternoon drain,11,18,0,31,False,False,ARRIVAL,DEPARTURE
890,15:54,Afternoon drain,11,18,0,31,False,False,ARRIVAL,DEPARTURE
891,15:54,Afternoon drain,10,18,0,31,False,False,DEPARTURE,DEPARTURE
892,15:55,Afternoon drain,10,18,0,31,False,False,DEPARTURE,DEPARTURE
893,15:56,Afternoon drain,10,18,0,31,False,False,DEPARTURE,DEPARTURE
894,15:56,Afternoon drain,10,17,0,31,False,False,DEPARTURE,DEPARTURE
895,15:57,Afternoon drain,10,17,0,31,False,False,DEPARTURE,DEPARTURE
896,15:58,Afternoon drain,11,17,0,31,False,False,ARRIVAL,DEPARTURE
897,15:58,Afternoon drain,11,17,0,31,False,False,ARRIVAL,DEPARTURE
898,15:59,Afternoon drain,11,17,0,31,False,False,ARRIVAL,DEPARTURE
899,16:00,Afternoon drain,11,17,0,31,False,False,ARRIVAL,DEPARTURE
900,16:00,Afternoon drain,11,17,0,31,False,False,ARRIVAL,DEPARTURE
901,16:01,Afternoon drain,11,17,0,31,False,False,ARRIVAL,DEPARTURE
902,16:02,Afternoon drain,11,17,0,31,False,False,ARRIVAL,DEPARTURE
903,16:02,Afternoon drain,11,17,0,31,False,False,ARRIVAL,DEPARTURE
904,16:03,Afternoon drain,10,17,0,31,False,False,DEPARTURE,DEPARTURE
905,16:04,Afternoon drain,10,17,0,31,False,False,DEPARTURE,DEPARTURE
906,16:04,Afternoon drain,10,16,0,31,False,False,DEPARTURE,DEPARTURE
907,16:05,Afternoon drain,10,15,0,31,False,False,DEPARTURE,DEPARTURE
908,16:06,Afternoon drain,9,15,0,31,False,False,DEPARTURE,DEPARTURE
909,16:06,Afternoon drain,9,14,0,31,False,False,DEPARTURE,DEPARTURE
910,16:07,Afternoon drain,9,14,0,31,False,False,DEPARTURE,DEPARTURE
911,16:08,Afternoon drain,9,14,0,31,False,False,DEPARTURE,DEPARTURE
912,16:08,Afternoon drain,9,14,0,31,False,False,DEPARTURE,DEPARTURE
913,16:09,Afternoon drain,9,14,0,31,False,False,DEPARTURE,DEPARTURE
914,16:10,Afternoon drain,9,14,0,31,False,False,DEPARTURE,DEPARTURE
915,16:10,Afternoon drain,9,14,0,31,False,False,DEPARTURE,DEPARTURE
916,16:11,Afternoon drain,9,15,0,31,False,False,DEPARTURE,ARRIVAL
917,16:12,Afternoon drain,9,15,0,31,False,False,DEPARTURE,ARRIVAL
918,16:12,Afternoon drain,9,15,0,31,False,False,DEPARTURE,ARRIVAL
919,16:13,Afternoon drain,9,13,0,31,False,False,DEPARTURE,DEPARTURE
920,16:14,Afternoon drain,9,13,0,31,False,False,DEPARTURE,DEPARTURE
921,16:14,Afternoon drain,9,13,0,31,False,False,DEPARTURE,DEPARTURE
922,16:15,Afternoon drain,10,13,0,31,False,False,ARRIVAL,DEPARTURE
923,16:16,Afternoon drain,10,11,0,31,False,False,ARRIVAL,DEPARTURE
924,16:16,Afternoon drain,10,11,0,31,False,False,ARRIVAL,DEPARTURE
925,16:17,Afternoon drain,9,11,0,31,False,False,DEPARTURE,DEPARTURE
926,16:18,Afternoon drain,9,10,0,31,False,False,DEPARTURE,DEPARTURE
927,16:18,Afternoon drain,9,10,0,31,False,False,DEPARTURE,DEPARTURE
928,16:19,Afternoon drain,9,9,0,31,False,False,DEPARTURE,DEPARTURE
929,16:20,Afternoon drain,9,9,0,31,False,False,DEPARTURE,DEPARTURE
930,16:20,Afternoon drain,9,9,0,31,False,False,DEPARTURE,DEPARTURE
931,16:21,Afternoon drain,10,9,0,31,False,False,ARRIVAL,DEPARTURE
932,16:22,Afternoon drain,10,9,0,31,False,False,ARRIVAL,DEPARTURE
933,16:22,Afternoon drain,10,9,0,31,False,False,ARRIVAL,DEPARTURE
934,16:23,Afternoon drain,10,9,0,31,False,False,ARRIVAL,DEPARTURE
935,16:24,Afternoon drain,10,9,0,31,False,False,ARRIVAL,DEPARTURE
936,16:24,Afternoon drain,10,8,0,31,False,False,ARRIVAL,DEPARTURE
937,16:25,Afternoon drain,10,8,0,31,False,False,ARRIVAL,DEPARTURE
938,16:26,Afternoon drain,10,8,0,31,False,False,ARRIVAL,DEPARTURE
939,16:26,Afternoon drain,10,8,0,31,False,False,ARRIVAL,DEPARTURE
940,16:27,Afternoon drain,10,9,0,31,False,False,ARRIVAL,ARRIVAL
941,16:28,Afternoon drain,10,9,0,31,False,False,ARRIVAL,ARRIVAL
942,16:28,Afternoon drain,10,10,0,31,False,False,ARRIVAL,ARRIVAL
943,16:29,Afternoon drain,10,10,0,31,False,False,ARRIVAL,ARRIVAL
944,16:30,Afternoon drain,10,11,0,31,False,False,ARRIVAL,ARRIVAL
945,16:30,Afternoon drain,10,10,0,31,False,False,ARRIVAL,DEPARTURE
946,16:31,Afternoon drain,10,10,0,31,False,False,ARRIVAL,DEPARTURE
947,16:32,Afternoon drain,11,10,0,31,False,False,ARRIVAL,DEPARTURE
948,16:32,Afternoon drain,11,10,0,31,False,False,ARRIVAL,DEPARTURE
