frame,time,period,left_occupancy,right_occupancy,left_blocked_cum,right_blocked_cum,left_blocked_in_frame,right_blocked_in_frame,left_latest_event,right_latest_event
949,16:33,Afternoon drain,11,10,0,31,False,False,ARRIVAL,DEPARTURE
950,16:34,Afternoon drain,11,10,0,31,False,False,ARRIVAL,DEPARTURE
951,16:34,Afternoon drain,12,10,0,31,False,False,ARRIVAL,DEPARTURE
952,16:35,Afternoon drain,13,10,0,31,False,False,ARRIVAL,DEPARTURE
953,16:36,Afternoon drain,13,9,0,31,False,False,ARRIVAL,DEPARTURE
954,16:36,Afternoon drain,14,9,0,31,False,False,ARRIVAL,DEPARTURE
955,16:37,Afternoon drain,15,9,0,31,False,False,ARRIVAL,DEPARTURE
956,16:38,Afternoon drain,16,8,0,31,False,False,ARRIVAL,DEPARTURE
957,16:38,Afternoon drain,16,8,0,31,False,False,ARRIVAL,DEPARTURE
958,16:39,Afternoon drain,16,8,0,31,False,False,ARRIVAL,DEPARTURE
959,16:40,Afternoon drain,16,8,0,31,False,False,ARRIVAL,DEPARTURE
960,16:40,Afternoon drain,16,7,0,31,False,False,ARRIVAL,DEPARTURE
961,16:41,Afternoon drain,16,8,0,31,False,False,ARRIVAL,ARRIVAL
962,16:42,Afternoon drain,16,8,0,31,False,False,ARRIVAL,ARRIVAL
963,16:42,Afternoon drain,16,8,0,31,False,False,ARRIVAL,ARRIVAL
964,16:43,Afternoon drain,16,8,0,31,False,False,ARRIVAL,ARRIVAL
965,16:44,Afternoon drain,16,8,0,31,False,False,ARRIVAL,ARRIVAL
966,16:44,Afternoon drain,16,8,0,31,False,False,ARRIVAL,ARRIVAL
967,16:45,Afternoon drain,16,7,0,31,False,False,ARRIVAL,DEPARTURE
968,16:46,Afternoon drain,16,7,0,31,False,False,ARRIVAL,DEPARTURE
969,16:46,Afternoon drain,16,5,0,31,False,False,ARRIVAL,DEPARTURE
970,16:47,Afternoon drain,16,5,0,31,False,False,ARRIVAL,DEPARTURE
971,16:48,Afternoon drain,16,5,0,31,False,False,ARRIVAL,DEPARTURE
972,16:48,Afternoon drain,16,5,0,31,False,False,ARRIVAL,ARRIVAL
973,16:49,Afternoon drain,16,4,0,31,False,False,ARRIVAL,DEPARTURE
974,16:50,Afternoon drain,16,4,0,31,False,False,ARRIVAL,DEPARTURE
975,16:50,Afternoon drain,15,4,0,31,False,False,DEPARTURE,DEPARTURE
976,16:51,Afternoon drain,15,5,0,31,False,False,DEPARTURE,ARRIVAL
977,16:52,Afternoon drain,16,5,0,31,False,False,ARRIVAL,ARRIVAL
978,16:52,Afternoon drain,16,4,0,31,False,False,ARRIVAL,DEPARTURE
979,16:53,Afternoon drain,16,4,0,31,False,False,ARRIVAL,ARRIVAL
980,16:54,Afternoon drain,16,4,0,31,False,False,ARRIVAL,ARRIVAL
981,16:54,Afternoon drain,16,4,0,31,False,False,ARRIVAL,ARRIVAL
982,16:55,Afternoon drain,17,2,0,31,False,False,ARRIVAL,DEPARTURE
983,16:56,Afternoon drain,17,2,0,31,False,False,ARRIVAL,DEPARTURE
984,16:56,Afternoon drain,17,2,0,31,False,False,ARRIVAL,DEPARTURE
985,16:57,Afternoon drain,17,2,0,31,False,False,ARRIVAL,DEPARTURE
986,16:58,Afternoon drain,17,2,0,31,False,False,ARRIVAL,DEPARTURE
987,16:58,Afternoon drain,18,2,0,31,False,False,ARRIVAL,DEPARTURE
988,16:59,Afternoon drain,18,2,0,31,False,False,ARRIVAL,DEPARTURE
989,17:00,Evening,18,2,0,31,False,False,ARRIVAL,DEPARTURE
990,17:00,Evening,18,2,0,31,False,False,ARRIVAL,DEPARTURE
991,17:01,Evening,18,2,0,31,False,False,ARRIVAL,DEPARTURE
992,17:02,Evening,18,2,0,31,False,False,ARRIVAL,DEPARTURE
993,17:02,Evening,18,2,0,31,False,False,ARRIVAL,DEPARTURE
994,17:03,Evening,17,1,0,31,False,False,DEPARTURE,DEPARTURE
995,17:04,Evening,17,1,0,31,False,False,DEPARTURE,DEPARTURE
996,17:04,Evening,17,1,0,31,False,False,DEPARTURE,DEPARTURE
997,17:05,Evening,16,1,0,31,False,False,DEPARTURE,DEPARTURE
998,17:06,Evening,17,1,0,31,False,False,ARRIVAL,DEPARTURE
999,17:06,Evening,17,1,0,31,False,False,ARRIVAL,DEPARTURE
1000,17:07,Evening,16,1,0,31,False,False,DEPARTURE,DEPARTURE
1001,17:08,Evening,17,1,0,31,False,False,ARRIVAL,DEPARTURE
1002,17:08,Evening,17,1,0,31,False,False,ARRIVAL,DEPARTURE
1003,17:09,Evening,17,1,0,31,False,False,ARRIVAL,DEPARTURE
1004,17:10,Evening,17,1,0,31,False,False,ARRIVAL,DEPARTURE
1005,17:10,Evening,17,1,0,31,False,False,ARRIVAL,DEPARTURE
1006,17:11,Evening,17,1,0,31,False,False,ARRIVAL,DEPARTURE
1007,17:12,Evening,17,2,0,31,False,False,ARRIVAL,ARRIVAL
1008,17:12,Evening,17,2,0,31,False,False,ARRIVAL,ARRIVAL
1009,17:13,Evening,17,2,0,31,False,False,ARRIVAL,ARRIVAL
1010,17:14,Evening,17,2,0,31,False,False,ARRIVAL,ARRIVAL
1011,17:14,Evening,17,3,0,31,False,False,ARRIVAL,ARRIVAL
1012,17:15,Evening,17,3,0,31,False,False,ARRIVAL,ARRIVAL
1013,17:16,Evening,17,2,0,31,False,False,ARRIVAL,DEPARTURE
1014,17:16,Evening,17,2,0,31,False,False,ARRIVAL,DEPARTURE
1015,17:17,Evening,17,2,0,31,False,False,ARRIVAL,DEPARTURE
1016,17:18,Evening,17,3,0,31,False,False,ARRIVAL,ARRIVAL
1017,17:18,Evening,17,3,0,31,False,False,ARRIVAL,ARRIVAL
1018,17:19,Evening,17,4,0,31,False,False,ARRIVAL,ARRIVAL
1019,17:20,Evening,17,5,0,31,False,False,ARRIVAL,ARRIVAL
1020,17:20,Evening,17,5,0,31,False,False,ARRIVAL,ARRIVAL
1021,17:21,Evening,17,5,0,31,False,False,ARRIVAL,ARRIVAL
1022,17:22,Evening,17,6,0,31,False,False,ARRIVAL,ARRIVAL
1023,17:22,Evening,17,7,0,31,False,False,ARRIVAL,ARRIVAL
1024,17:23,Evening,18,8,0,31,False,False,ARRIVAL,ARRIVAL
1025,17:24,Evening,18,7,0,31,False,False,ARRIVAL,DEPARTURE
1026,17:24,Evening,18,7,0,31,False,False,ARRIVAL,DEPARTURE
1027,17:25,Evening,18,8,0,31,False,False,ARRIVAL,ARRIVAL
1028,17:26,Evening,18,7,0,31,False,False,ARRIVAL,DEPARTURE
1029,17:26,Evening,18,7,0,31,False,False,ARRIVAL,DEPARTURE
1030,17:27,Evening,18,8,0,31,False,False,ARRIVAL,ARRIVAL
1031,17:28,Evening,18,7,0,31,False,False,ARRIVAL,DEPARTURE
1032,17:28,Evening,17,6,0,31,False,False,DEPARTURE,DEPARTURE
1033,17:29,Evening,16,6,0,31,False,False,DEPARTURE,DEPARTURE
1034,17:30,Evening,16,5,0,31,False,False,DEPARTURE,DEPARTURE
1035,17:30,Evening,16,5,0,31,False,False,DEPARTURE,DEPARTURE
1036,17:31,Evening,16,5,0,31,False,False,DEPARTURE,DEPARTURE
1037,17:32,Evening,16,5,0,31,False,False,DEPARTURE,DEPARTURE
1038,17:32,Evening,16,4,0,31,False,False,DEPARTURE,DEPARTURE
1039,17:33,Evening,16,3,0,31,False,False,DEPARTURE,DEPARTURE
1040,17:34,Evening,17,2,0,31,False,False,ARRIVAL,DEPARTURE
1041,17:34,Evening,17,2,0,31,False,False,ARRIVAL,DEPARTURE
1042,17:35,Evening,16,2,0,31,False,False,DEPARTURE,DEPARTURE
1043,17:36,Evening,16,2,0,31,False,False,DEPARTURE,DEPARTURE
1044,17:36,Evening,17,2,0,31,False,False,ARRIVAL,DEPARTURE
1045,17:37,Evening,16,2,0,31,False,False,DEPARTURE,DEPARTURE
1046,17:38,Evening,16,2,0,31,False,False,ARRIVAL,DEPARTURE
1047,17:38,Evening,16,2,0,31,False,False,ARRIVAL,DEPARTURE
1048,17:39,Evening,16,3,0,31,False,False,ARRIVAL,ARRIVAL
1049,17:40,Evening,16,3,0,31,False,False,ARRIVAL,ARRIVAL
1050,17:40,Evening,16,3,0,31,False,False,ARRIVAL,ARRIVAL
1051,17:41,Evening,16,3,0,31,False,False,ARRIVAL,ARRIVAL
1052,17:42,Evening,17,3,0,31,False,False,ARRIVAL,ARRIVAL
1053,17:42,Evening,17,2,0,31,False,False,ARRIVAL,DEPARTURE
1054,17:43,Evening,17,1,0,31,False,False,ARRIVAL,DEPARTURE
1055,17:44,Evening,17,1,0,31,False,False,ARRIVAL,DEPARTURE
1056,17:44,Evening,17,1,0,31,False,False,ARRIVAL,DEPARTURE
1057,17:45,Evening,18,1,0,31,False,False,ARRIVAL,DEPARTURE
1058,17:46,Evening,18,1,0,31,False,False,ARRIVAL,DEPARTURE
1059,17:46,Evening,18,1,0,31,False,False,ARRIVAL,DEPARTURE
1060,17:47,Evening,18,1,0,31,False,False,ARRIVAL,DEPARTURE
1061,17:48,Evening,18,1,0,31,False,False,ARRIVAL,DEPARTURE
1062,17:48,Evening,18,1,0,31,False,False,ARRIVAL,DEPARTURE
1063,17:49,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1064,17:50,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1065,17:50,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1066,17:51,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1067,17:52,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1068,17:52,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1069,17:53,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1070,17:54,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1071,17:54,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1072,17:55,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1073,17:56,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1074,17:56,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1075,17:57,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1076,17:58,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1077,17:58,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1078,17:59,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
1079,18:00,Evening,19,1,0,31,False,False,ARRIVAL,DEPARTURE
