time,event,delta,cumulative,at_capacity
2025-09-15 07:50:39.445,departure,-1,1010,False
2025-09-15 07:53:58.524,departure,-1,1009,False
2025-09-15 07:55:16.949,departure,-1,1008,False
2025-09-15 07:56:28.392,departure,-1,1007,False
2025-09-15 07:58:13.414,departure,-1,1006,False
2025-09-15 08:00:38.581,departure,-1,1005,False
2025-09-15 08:02:43.917,departure,-1,1004,False
2025-09-15 08:03:48.110,departure,-1,1003,False
2025-09-15 08:04:50.376,departure,-1,1002,False
2025-09-15 08:05:21.121,departure,-1,1001,False
2025-09-15 08:05:56.502,departure,-1,1000,False
2025-09-15 08:07:09.709,departure,-1,999,False
2025-09-15 08:07:27.855,departure,-1,998,False
2025-09-15 08:08:30.268,departure,-1,997,False
2025-09-15 08:09:00.506,departure,-1,996,False
2025-09-15 08:09:19.362,departure,-1,995,False
2025-09-15 08:09:22.280,departure,-1,994,False
2025-09-15 08:09:25.693,departure,-1,993,False
2025-09-15 08:09:53.954,departure,-1,992,False
2025-09-15 08:10:37.142,departure,-1,991,False
2025-09-15 08:11:57.326,departure,-1,990,False
2025-09-15 08:12:29.231,departure,-1,989,False
2025-09-15 08:12:44.779,departure,-1,988,False
2025-09-15 08:12:56.137,departure,-1,987,False
2025-09-15 08:14:01.681,departure,-1,986,False
2025-09-15 08:15:32.935,departure,-1,985,False
2025-09-15 08:17:41.438,departure,-1,984,False
2025-09-15 08:18:21.296,departure,-1,983,False
2025-09-15 08:18:44.544,departure,-1,982,False
2025-09-15 08:19:15.795,departure,-1,981,False
2025-09-15 08:19:22.632,departure,-1,980,False
2025-09-15 08:19:46.368,departure,-1,979,False
2025-09-15 08:19:47.730,departure,-1,978,False
2025-09-15 08:20:23.040,departure,-1,977,False
2025-09-15 08:21:17.150,departure,-1,976,False
2025-09-15 08:21:23.568,departure,-1,975,False
2025-09-15 08:21:51.273,departure,-1,974,False
2025-09-15 08:23:39.754,arrival,1,975,False
2025-09-15 08:25:38.005,departure,-1,974,False
2025-09-15 08:25:44.714,departure,-1,973,False
2025-09-15 08:26:03.871,departure,-1,972,False
2025-09-15 08:27:38.109,departure,-1,971,False
2025-09-15 08:28:00.553,departure,-1,970,False
2025-09-15 08:28:09.577,departure,-1,969,False
2025-09-15 08:28:12.833,departure,-1,968,False
2025-09-15 08:31:52.934,arrival,1,969,False
2025-09-15 08:36:53.248,departure,-1,968,False
2025-09-15 08:37:36.840,departure,-1,967,False
2025-09-15 09:03:16.667,arrival,1,968,False
2025-09-15 09:03:52.117,departure,-1,967,False
2025-09-15 09:17:00.665,arrival,1,968,False
2025-09-15 09:19:56.432,departure,-1,967,False
2025-09-15 09:50:38.360,arrival,1,968,False
2025-09-15 09:53:44.599,departure,-1,967,False
2025-09-15 09:55:34.039,arrival,1,968,False
2025-09-15 09:57:00.638,departure,-1,967,False
2025-09-15 09:57:37.614,arrival,1,968,False
2025-09-15 10:12:08.735,arrival,1,969,False
2025-09-15 10:15:09.923,arrival,1,970,False
2025-09-15 10:15:48.774,departure,-1,969,False
2025-09-15 10:17:53.047,departure,-1,968,False
2025-09-15 10:21:00.478,departure,-1,967,False
2025-09-15 10:21:47.193,departure,-1,966,False
2025-09-15 10:23:50.816,arrival,1,967,False
2025-09-15 10:24:22.728,departure,-1,966,False
2025-09-15 10:27:28.076,departure,-1,965,False
2025-09-15 10:28:51.443,departure,-1,964,False
2025-09-15 10:28:52.941,departure,-1,963,False
2025-09-15 10:30:02.828,arrival,1,964,False
2025-09-15 10:34:52.394,departure,-1,963,False
2025-09-15 10:35:25.282,departure,-1,962,False
2025-09-15 10:39:30.209,departure,-1,961,False
2025-09-15 10:40:15.322,departure,-1,960,False
2025-09-15 10:40:32.022,departure,-1,959,False
2025-09-15 10:43:56.155,departure,-1,958,False
2025-09-15 10:44:52.410,arrival,1,959,False
2025-09-15 10:46:24.306,arrival,1,960,False
2025-09-15 10:49:07.392,departure,-1,959,False
2025-09-15 10:49:44.166,departure,-1,958,False
2025-09-15 10:51:08.093,departure,-1,957,False
2025-09-15 10:52:07.649,departure,-1,956,False
2025-09-15 10:52:37.268,departure,-1,955,False
2025-09-15 10:55:35.375,departure,-1,954,False
2025-09-15 11:05:51.698,arrival,1,955,False
2025-09-15 11:07:12.192,departure,-1,954,False
2025-09-15 11:18:06.353,departure,-1,953,False
2025-09-15 11:37:31.656,arrival,1,954,False
2025-09-15 11:38:47.332,departure,-1,953,False
2025-09-15 11:39:31.320,departure,-1,952,False
2025-09-15 11:39:32.513,departure,-1,951,False
2025-09-15 11:40:15.363,arrival,1,952,False
2025-09-15 11:44:01.081,arrival,1,953,False
2025-09-15 11:44:57.770,arrival,1,954,False
2025-09-15 11:49:31.326,arrival,1,955,False
2025-09-15 11:55:39.860,arrival,1,956,False
2025-09-15 11:57:27.706,arrival,1,957,False
2025-09-15 12:01:05.471,departure,-1,956,False
2025-09-15 12:02:16.489,arrival,1,957,False
2025-09-15 12:02:23.658,arrival,1,958,False
2025-09-15 12:03:12.741,arrival,1,959,False
2025-09-15 12:03:17.627,departure,-1,958,False
2025-09-15 12:09:11.512,arrival,1,959,False
2025-09-15 12:10:19.869,arrival,1,960,False
2025-09-15 12:12:08.185,departure,-1,959,False
2025-09-15 12:12:48.883,departure,-1,958,False
2025-09-15 12:15:12.825,departure,-1,957,False
2025-09-15 12:25:47.146,departure,-1,956,False
2025-09-15 12:26:07.996,arrival,1,957,False
2025-09-15 12:30:16.020,departure,-1,956,False
2025-09-15 12:31:33.883,arrival,1,957,False
2025-09-15 12:34:35.287,departure,-1,956,False
2025-09-15 12:40:20.438,departure,-1,955,False
2025-09-15 12:40:45.395,arrival,1,956,False
2025-09-15 12:41:44.306,departure,-1,955,False
2025-09-15 12:41:46.631,departure,-1,954,False
2025-09-15 12:42:26.894,departure,-1,953,False
2025-09-15 12:43:28.367,departure,-1,952,False
2025-09-15 12:43:53.929,departure,-1,951,False
2025-09-15 12:44:29.678,arrival,1,952,False
2025-09-15 12:44:37.228,departure,-1,951,False
2025-09-15 12:45:17.129,arrival,1,952,False
2025-09-15 12:45:42.803,departure,-1,951,False
2025-09-15 12:47:25.551,departure,-1,950,False
2025-09-15 12:47:26.641,arrival,1,951,False
2025-09-15 12:48:43.265,departure,-1,950,False
2025-09-15 12:49:27.826,departure,-1,949,False
2025-09-15 12:50:17.262,departure,-1,948,False
2025-09-15 12:51:17.890,departure,-1,947,False
2025-09-15 12:51:19.065,departure,-1,946,False
2025-09-15 12:52:29.773,departure,-1,945,False
2025-09-15 12:53:14.388,departure,-1,944,False
2025-09-15 12:53:24.616,departure,-1,943,False
2025-09-15 12:53:58.445,arrival,1,944,False
2025-09-15 12:54:33.228,departure,-1,943,False
2025-09-15 13:02:02.020,arrival,1,944,False
2025-09-15 13:04:27.109,arrival,1,945,False
2025-09-15 13:04:40.064,departure,-1,944,False
2025-09-15 13:05:51.482,arrival,1,945,False
2025-09-15 13:07:59.154,departure,-1,944,False
2025-09-15 13:08:21.494,departure,-1,943,False
2025-09-15 13:11:06.409,arrival,1,944,False
2025-09-15 13:11:46.960,arrival,1,945,False
2025-09-15 13:15:49.020,arrival,1,946,False
2025-09-15 13:23:16.322,arrival,1,947,False
2025-09-15 13:23:22.443,arrival,1,948,False
2025-09-15 13:26:13.173,arrival,1,949,False
2025-09-15 13:34:14.861,departure,-1,948,False
2025-09-15 13:38:11.965,arrival,1,949,False
2025-09-15 13:38:17.493,departure,-1,948,False
2025-09-15 13:41:29.171,departure,-1,947,False
2025-09-15 13:43:41.504,arrival,1,948,False
2025-09-15 13:43:53.709,arrival,1,949,False
2025-09-15 13:48:08.820,departure,-1,948,False
2025-09-15 13:49:29.725,arrival,1,949,False
2025-09-15 13:53:21.744,departure,-1,948,False
2025-09-15 13:56:06.004,departure,-1,947,False
2025-09-15 13:58:52.996,departure,-1,946,False
2025-09-15 14:01:33.992,departure,-1,945,False
2025-09-15 14:01:59.703,arrival,1,946,False
2025-09-15 14:07:20.586,arrival,1,947,False
2025-09-15 14:08:03.729,arrival,1,948,False
2025-09-15 14:11:59.743,arrival,1,949,False
2025-09-15 14:12:06.114,departure,-1,948,False
2025-09-15 14:12:13.826,arrival,1,949,False
2025-09-15 14:15:37.975,departure,-1,948,False
2025-09-15 14:17:49.161,arrival,1,949,False
2025-09-15 14:19:02.193,departure,-1,948,False
2025-09-15 14:20:44.933,departure,-1,947,False
2025-09-15 14:26:17.071,departure,-1,946,False
2025-09-15 14:27:31.094,departure,-1,945,False
2025-09-15 14:29:49.167,arrival,1,946,False
2025-09-15 14:30:05.090,departure,-1,945,False
2025-09-15 14:32:17.953,departure,-1,944,False
2025-09-15 14:34:59.744,arrival,1,945,False
2025-09-15 14:36:10.659,arrival,1,946,False
2025-09-15 14:36:44.865,arrival,1,947,False
2025-09-15 14:43:00.453,arrival,1,948,False
2025-09-15 14:43:12.024,arrival,1,949,False
2025-09-15 14:43:38.162,arrival,1,950,False
2025-09-15 14:45:20.558,arrival,1,951,False
2025-09-15 14:46:24.169,arrival,1,952,False
2025-09-15 14:47:01.361,departure,-1,951,False
2025-09-15 14:49:06.421,arrival,1,952,False
2025-09-15 14:50:13.984,departure,-1,951,False
2025-09-15 14:51:10.238,departure,-1,950,False
2025-09-15 14:51:15.809,departure,-1,949,False
2025-09-15 14:51:53.930,arrival,1,950,False
2025-09-15 14:57:20.340,departure,-1,949,False
2025-09-15 14:58:44.312,departure,-1,948,False
2025-09-15 15:03:33.792,departure,-1,947,False
2025-09-15 15:06:03.040,arrival,1,948,False
2025-09-15 15:08:04.130,arrival,1,949,False
2025-09-15 15:08:06.009,arrival,1,950,False
2025-09-15 15:16:49.798,departure,-1,949,False
2025-09-15 15:26:28.173,arrival,1,950,False
2025-09-15 15:27:43.278,arrival,1,951,False
2025-09-15 15:32:33.037,arrival,1,952,False
2025-09-15 15:38:44.109,arrival,1,953,False
2025-09-15 15:40:47.914,arrival,1,954,False
2025-09-15 15:45:09.143,departure,-1,953,False
2025-09-15 15:47:59.236,departure,-1,952,False
2025-09-15 15:48:12.199,departure,-1,951,False
2025-09-15 15:50:39.530,arrival,1,952,False
2025-09-15 15:51:48.349,departure,-1,951,False
2025-09-15 15:53:56.391,arrival,1,952,False
2025-09-15 15:59:14.449,arrival,1,953,False
2025-09-15 16:02:03.575,arrival,1,954,False
2025-09-15 16:02:47.360,arrival,1,955,False
2025-09-15 16:03:27.565,arrival,1,956,False
2025-09-15 16:07:56.437,arrival,1,957,False
2025-09-15 16:12:16.002,arrival,1,958,False
2025-09-15 16:13:12.710,arrival,1,959,False
2025-09-15 16:14:14.057,arrival,1,960,False
2025-09-15 16:14:16.285,arrival,1,961,False
2025-09-15 16:16:19.032,arrival,1,962,False
2025-09-15 16:17:07.192,arrival,1,963,False
2025-09-15 16:17:10.091,arrival,1,964,False
2025-09-15 16:17:30.117,arrival,1,965,False
2025-09-15 16:17:41.890,departure,-1,964,False
2025-09-15 16:18:52.472,arrival,1,965,False
2025-09-15 16:21:07.015,arrival,1,966,False
2025-09-15 16:21:13.074,arrival,1,967,False
2025-09-15 16:21:18.946,arrival,1,968,False
2025-09-15 16:21:21.070,arrival,1,969,False
2025-09-15 16:24:38.142,arrival,1,970,False
2025-09-15 16:28:02.675,arrival,1,971,False
2025-09-15 16:29:56.342,arrival,1,972,False
2025-09-15 16:33:47.576,departure,-1,971,False
2025-09-15 16:34:00.369,departure,-1,970,False
2025-09-15 16:35:21.114,departure,-1,969,False
2025-09-15 16:35:54.521,departure,-1,968,False
2025-09-15 16:45:51.270,departure,-1,967,False
2025-09-15 16:46:31.366,arrival,1,968,False
2025-09-15 16:47:35.866,departure,-1,967,False
2025-09-15 16:47:38.692,departure,-1,966,False
2025-09-15 16:48:38.270,departure,-1,965,False
2025-09-15 16:49:52.727,departure,-1,964,False
2025-09-15 16:50:10.810,arrival,1,965,False
2025-09-15 16:50:22.033,arrival,1,966,False
2025-09-15 16:53:17.208,arrival,1,967,False
2025-09-15 16:55:15.459,arrival,1,968,False
2025-09-15 16:55:57.507,departure,-1,967,False
2025-09-15 16:58:14.370,arrival,1,968,False
2025-09-15 17:04:19.583,arrival,1,969,False
2025-09-15 17:04:37.741,departure,-1,968,False
2025-09-15 17:09:38.543,departure,-1,967,False
2025-09-15 17:09:45.816,departure,-1,966,False
2025-09-15 17:10:14.847,arrival,1,967,False
2025-09-15 17:14:27.141,departure,-1,966,False
2025-09-15 17:14:30.560,arrival,1,967,False
2025-09-15 17:15:48.644,departure,-1,966,False
2025-09-15 17:22:48.212,arrival,1,967,False
2025-09-15 17:25:27.398,arrival,1,968,False
2025-09-15 17:28:36.510,departure,-1,967,False
2025-09-15 17:32:04.100,arrival,1,968,False
2025-09-15 17:32:30.160,departure,-1,967,False
2025-09-15 17:38:27.246,departure,-1,966,False
2025-09-15 17:38:47.036,arrival,1,967,False
2025-09-15 17:38:49.397,departure,-1,966,False
2025-09-15 17:39:01.300,arrival,1,967,False
2025-09-15 17:41:49.158,arrival,1,968,False
2025-09-15 17:42:27.470,arrival,1,969,False
2025-09-15 17:44:05.732,arrival,1,970,False
2025-09-15 17:45:57.161,departure,-1,969,False
2025-09-15 17:46:28.775,departure,-1,968,False
2025-09-15 17:47:15.679,arrival,1,969,False
2025-09-15 17:47:32.430,arrival,1,970,False
2025-09-15 17:51:11.221,departure,-1,969,False
2025-09-15 17:53:17.070,departure,-1,968,False
2025-09-15 17:53:37.615,departure,-1,967,False
2025-09-15 17:55:36.656,arrival,1,968,False
2025-09-15 17:58:39.786,arrival,1,969,False
2025-09-15 17:59:27.757,arrival,1,970,False
2025-09-15 18:00:06.741,departure,-1,969,False
2025-09-15 18:03:52.063,departure,-1,968,False
2025-09-15 18:08:36.297,arrival,1,969,False
2025-09-15 18:08:57.877,arrival,1,970,False
2025-09-15 18:10:41.981,departure,-1,969,False
2025-09-15 18:15:20.376,departure,-1,968,False
2025-09-15 18:15:39.450,departure,-1,967,False
2025-09-15 18:17:26.356,departure,-1,966,False
2025-09-15 18:17:57.635,arrival,1,967,False
2025-09-15 18:18:16.830,departure,-1,966,False
2025-09-15 18:18:29.883,departure,-1,965,False
2025-09-15 18:20:38.035,arrival,1,966,False
2025-09-15 18:21:56.252,arrival,1,967,False
2025-09-15 18:21:59.806,departure,-1,966,False
2025-09-15 18:22:30.528,arrival,1,967,False
2025-09-15 18:22:41.669,arrival,1,968,False
2025-09-15 18:23:24.884,arrival,1,969,False
2025-09-15 18:24:28.543,arrival,1,970,False
2025-09-15 18:24:49.883,departure,-1,969,False
2025-09-15 18:25:35.690,arrival,1,970,False
2025-09-15 18:27:39.959,departure,-1,969,False
2025-09-15 18:28:04.546,arrival,1,970,False
2025-09-15 18:28:11.474,departure,-1,969,False
2025-09-15 18:31:58.108,departure,-1,968,False
2025-09-15 18:32:19.457,departure,-1,967,False
2025-09-15 18:33:28.844,departure,-1,966,False
2025-09-15 18:34:58.059,arrival,1,967,False
2025-09-15 18:36:22.873,departure,-1,966,False
2025-09-15 18:36:36.548,arrival,1,967,False
2025-09-15 18:36:42.685,arrival,1,968,False
2025-09-15 18:39:00.308,departure,-1,967,False
2025-09-15 18:40:01.673,departure,-1,966,False
2025-09-15 18:42:15.561,arrival,1,967,False
2025-09-15 18:44:18.139,arrival,1,968,False
2025-09-15 18:44:30.683,arrival,1,969,False
2025-09-15 18:46:35.919,arrival,1,970,False
2025-09-15 18:49:37.617,departure,-1,969,False
2025-09-15 18:51:58.254,departure,-1,968,False
2025-09-15 18:53:18.014,departure,-1,967,False
2025-09-15 18:53:40.723,departure,-1,966,False
2025-09-15 18:53:42.259,departure,-1,965,False
2025-09-15 18:54:16.624,arrival,1,966,False
2025-09-15 18:54:19.323,arrival,1,967,False
2025-09-15 18:54:21.864,departure,-1,966,False
2025-09-15 18:54:30.404,departure,-1,965,False
2025-09-15 18:54:37.062,arrival,1,966,False
2025-09-15 18:55:06.942,arrival,1,967,False
2025-09-15 18:55:24.381,arrival,1,968,False
2025-09-15 18:55:52.847,arrival,1,969,False
2025-09-15 18:59:08.114,arrival,1,970,False
2025-09-15 18:59:22.999,arrival,1,971,False
2025-09-15 19:00:55.479,arrival,1,972,False
2025-09-15 19:01:18.451,departure,-1,971,False
2025-09-15 19:02:01.273,arrival,1,972,False
2025-09-15 19:02:03.896,arrival,1,973,False
2025-09-15 19:02:27.211,arrival,1,974,False
2025-09-15 19:02:40.479,arrival,1,975,False
2025-09-15 19:03:13.770,departure,-1,974,False
2025-09-15 19:04:31.019,departure,-1,973,False
2025-09-15 19:05:57.520,arrival,1,974,False
2025-09-15 19:06:11.546,arrival,1,975,False
2025-09-15 19:07:10.006,arrival,1,976,False
2025-09-15 19:09:49.261,arrival,1,977,False
2025-09-15 19:12:06.287,arrival,1,978,False
2025-09-15 19:14:54.855,arrival,1,979,False
2025-09-15 19:15:06.820,arrival,1,980,False
2025-09-15 19:16:30.636,arrival,1,981,False
2025-09-15 19:17:40.190,arrival,1,982,False
2025-09-15 19:19:54.315,arrival,1,983,False
2025-09-15 19:20:02.405,arrival,1,984,False
2025-09-15 19:22:01.179,departure,-1,983,False
2025-09-15 19:23:12.216,arrival,1,984,False
2025-09-15 19:23:47.993,arrival,1,985,False
2025-09-15 19:24:24.326,departure,-1,984,False
2025-09-15 19:26:30.176,departure,-1,983,False
2025-09-15 19:28:35.724,arrival,1,984,False
2025-09-15 19:28:40.803,arrival,1,985,False
2025-09-15 19:30:14.913,arrival,1,986,False
2025-09-15 19:37:27.385,departure,-1,985,False
2025-09-15 19:38:02.902,departure,-1,984,False
2025-09-15 19:38:18.172,departure,-1,983,False
2025-09-15 19:41:07.490,departure,-1,982,False
2025-09-15 19:43:41.660,arrival,1,983,False
2025-09-15 19:43:44.062,arrival,1,984,False
2025-09-15 19:45:45.192,arrival,1,985,False
2025-09-15 19:45:50.157,arrival,1,986,False
2025-09-15 19:46:45.478,arrival,1,987,False
2025-09-15 19:49:08.269,arrival,1,988,False
2025-09-15 19:49:19.517,departure,-1,987,False
2025-09-15 19:49:35.200,arrival,1,988,False
2025-09-15 19:51:54.232,arrival,1,989,False
2025-09-15 19:53:20.751,arrival,1,990,False
2025-09-15 19:54:35.644,arrival,1,991,False
2025-09-15 19:57:02.496,arrival,1,992,False
2025-09-15 19:57:16.965,departure,-1,991,False
2025-09-15 19:59:07.242,arrival,1,992,False
2025-09-15 19:59:10.034,arrival,1,993,False
2025-09-15 20:02:36.138,departure,-1,992,False
2025-09-15 20:02:45.496,arrival,1,993,False
2025-09-15 20:03:07.475,departure,-1,992,False
2025-09-15 20:03:32.687,departure,-1,991,False
2025-09-15 20:04:03.479,departure,-1,990,False
2025-09-15 20:04:05.498,arrival,1,991,False
2025-09-15 20:05:45.936,departure,-1,990,False
2025-09-15 20:05:52.020,departure,-1,989,False
2025-09-15 20:06:32.002,arrival,1,990,False
2025-09-15 20:10:19.884,arrival,1,991,False
2025-09-15 20:11:27.708,arrival,1,992,False
2025-09-15 20:13:10.580,arrival,1,993,False
2025-09-15 20:14:36.345,departure,-1,992,False
2025-09-15 20:19:47.627,arrival,1,993,False
2025-09-15 20:23:17.792,departure,-1,992,False
2025-09-15 20:26:16.229,arrival,1,993,False
2025-09-15 20:26:57.044,arrival,1,994,False
2025-09-15 20:27:38.654,arrival,1,995,False
2025-09-15 20:27:48.268,arrival,1,996,False
2025-09-15 20:28:11.674,arrival,1,997,False
2025-09-15 20:30:52.861,departure,-1,996,False
2025-09-15 20:32:42.267,arrival,1,997,False
2025-09-15 20:34:17.139,departure,-1,996,False
2025-09-15 20:34:29.030,arrival,1,997,False
2025-09-15 20:42:44.716,departure,-1,996,False
2025-09-15 20:42:57.806,arrival,1,997,False
2025-09-15 20:44:56.680,departure,-1,996,False
2025-09-15 20:45:03.321,arrival,1,997,False
2025-09-15 20:45:27.806,departure,-1,996,False
2025-09-15 20:50:23.402,arrival,1,997,False
2025-09-15 21:13:11.066,departure,-1,996,False
2025-09-15 21:13:24.762,arrival,1,997,False
2025-09-15 21:16:11.422,departure,-1,996,False
2025-09-15 21:16:30.387,departure,-1,995,False
2025-09-15 21:17:11.527,arrival,1,996,False
2025-09-15 21:17:20.018,arrival,1,997,False
2025-09-15 21:20:39.739,departure,-1,996,False
2025-09-15 21:20:51.396,departure,-1,995,False
2025-09-15 21:21:12.445,arrival,1,996,False
2025-09-15 21:23:13.445,arrival,1,997,False
2025-09-15 21:54:27.892,departure,-1,996,False
2025-09-15 21:58:54.155,arrival,1,997,False
2025-09-15 21:59:53.579,departure,-1,996,False
2025-09-15 22:08:43.068,departure,-1,995,False
2025-09-15 22:11:34.400,arrival,1,996,False
2025-09-15 22:17:43.793,departure,-1,995,False
2025-09-15 22:21:31.482,arrival,1,996,False
2025-09-15 22:22:37.892,arrival,1,997,False
2025-09-15 23:07:23.280,departure,-1,996,False
2025-09-15 23:13:51.499,departure,-1,995,False
2025-09-15 23:16:39.787,arrival,1,996,False
2025-09-15 23:24:33.154,arrival,1,997,False
2025-09-15 23:28:40.808,departure,-1,996,False
2025-09-15 23:35:53.273,arrival,1,997,False
2025-09-16 00:19:58.835,departure,-1,996,False
2025-09-16 00:22:23.451,arrival,1,997,False
2025-09-16 00:45:16.939,departure,-1,996,False
2025-09-16 00:52:05.853,arrival,1,997,False
2025-09-16 00:59:48.535,departure,-1,996,False
2025-09-16 06:22:19.399,departure,-1,995,False
2025-09-16 06:29:45.214,departure,-1,994,False
2025-09-16 06:39:03.313,arrival,1,995,False
2025-09-16 06:43:58.335,departure,-1,994,False
2025-09-16 07:17:14.421,departure,-1,993,False
2025-09-16 07:19:46.413,arrival,1,994,False
2025-09-16 07:29:21.908,departure,-1,993,False
2025-09-16 07:43:50.614,departure,-1,992,False
2025-09-16 07:43:51.955,departure,-1,991,False
2025-09-16 07:48:39.299,departure,-1,990,False
2025-09-16 07:48:43.984,departure,-1,989,False
2025-09-16 07:49:58.438,departure,-1,988,False
2025-09-16 07:52:50.328,departure,-1,987,False
2025-09-16 07:54:46.304,departure,-1,986,False
2025-09-16 07:58:36.391,departure,-1,985,False
2025-09-16 07:59:26.827,departure,-1,984,False
2025-09-16 08:04:07.170,departure,-1,983,False
2025-09-16 08:07:07.659,departure,-1,982,False
2025-09-16 08:07:13.491,departure,-1,981,False
2025-09-16 08:08:04.621,departure,-1,980,False
2025-09-16 08:09:24.234,departure,-1,979,False
2025-09-16 08:10:41.548,departure,-1,978,False
2025-09-16 08:11:44.544,departure,-1,977,False
2025-09-16 08:12:48.507,departure,-1,976,False
2025-09-16 08:14:19.182,departure,-1,975,False
2025-09-16 08:14:41.216,departure,-1,974,False
2025-09-16 08:14:45.245,departure,-1,973,False
2025-09-16 08:15:23.227,departure,-1,972,False
2025-09-16 08:15:30.200,departure,-1,971,False
2025-09-16 08:15:41.898,departure,-1,970,False
2025-09-16 08:16:02.056,departure,-1,969,False
2025-09-16 08:18:10.104,departure,-1,968,False
2025-09-16 08:18:15.112,departure,-1,967,False
2025-09-16 08:18:58.992,departure,-1,966,False
2025-09-16 08:19:55.485,departure,-1,965,False
2025-09-16 08:21:57.023,arrival,1,966,False
2025-09-16 08:22:12.942,departure,-1,965,False
2025-09-16 08:23:36.451,departure,-1,964,False
2025-09-16 08:23:37.662,departure,-1,963,False
2025-09-16 08:23:59.064,departure,-1,962,False
2025-09-16 08:26:30.800,departure,-1,961,False
2025-09-16 08:28:25.320,departure,-1,960,False
2025-09-16 08:28:30.187,departure,-1,959,False
2025-09-16 08:29:51.884,departure,-1,958,False
2025-09-16 08:30:06.308,departure,-1,957,False
2025-09-16 08:30:49.515,departure,-1,956,False
2025-09-16 08:33:40.491,arrival,1,957,False
2025-09-16 08:34:16.606,departure,-1,956,False
2025-09-16 08:35:38.090,departure,-1,955,False
2025-09-16 08:35:40.469,departure,-1,954,False
2025-09-16 08:36:52.979,departure,-1,953,False
2025-09-16 08:40:00.715,departure,-1,952,False
2025-09-16 08:40:26.436,departure,-1,951,False
2025-09-16 08:41:46.326,arrival,1,952,False
2025-09-16 08:47:39.270,arrival,1,953,False
2025-09-16 08:48:55.858,departure,-1,952,False
2025-09-16 08:49:13.765,departure,-1,951,False
2025-09-16 08:49:40.308,arrival,1,952,False
2025-09-16 08:51:09.763,departure,-1,951,False
2025-09-16 08:51:22.499,departure,-1,950,False
2025-09-16 08:54:02.859,departure,-1,949,False
2025-09-16 08:54:38.740,departure,-1,948,False
2025-09-16 08:55:32.050,departure,-1,947,False
2025-09-16 08:55:54.781,departure,-1,946,False
2025-09-16 09:00:01.732,departure,-1,945,False
2025-09-16 09:06:35.348,arrival,1,946,False
2025-09-16 09:09:27.367,arrival,1,947,False
2025-09-16 09:10:54.965,departure,-1,946,False
2025-09-16 09:11:58.523,departure,-1,945,False
2025-09-16 09:12:52.525,departure,-1,944,False
2025-09-16 09:16:19.907,arrival,1,945,False
2025-09-16 09:25:22.974,arrival,1,946,False
2025-09-16 09:27:03.000,departure,-1,945,False
2025-09-16 09:28:40.373,departure,-1,944,False
2025-09-16 09:38:32.308,arrival,1,945,False
2025-09-16 09:40:47.482,departure,-1,944,False
2025-09-16 09:42:12.276,departure,-1,943,False
2025-09-16 09:54:34.282,arrival,1,944,False
2025-09-16 09:56:01.353,arrival,1,945,False
2025-09-16 09:56:27.488,departure,-1,944,False
2025-09-16 10:01:02.535,departure,-1,943,False
2025-09-16 10:10:20.293,arrival,1,944,False
2025-09-16 10:10:55.555,arrival,1,945,False
2025-09-16 10:11:00.290,departure,-1,944,False
2025-09-16 10:15:56.655,departure,-1,943,False
2025-09-16 10:17:54.502,arrival,1,944,False
2025-09-16 10:18:03.967,arrival,1,945,False
2025-09-16 10:21:18.786,arrival,1,946,False
2025-09-16 10:22:30.370,arrival,1,947,False
2025-09-16 10:24:18.063,arrival,1,948,False
2025-09-16 10:25:51.419,arrival,1,949,False
2025-09-16 10:26:10.989,departure,-1,948,False
2025-09-16 10:28:49.709,departure,-1,947,False
2025-09-16 10:29:36.614,departure,-1,946,False
2025-09-16 10:34:14.425,arrival,1,947,False
2025-09-16 10:35:28.429,departure,-1,946,False
2025-09-16 10:37:21.494,departure,-1,945,False
2025-09-16 10:38:55.378,arrival,1,946,False
2025-09-16 10:40:48.518,departure,-1,945,False
2025-09-16 10:41:27.018,departure,-1,944,False
2025-09-16 10:42:55.821,departure,-1,943,False
2025-09-16 10:54:59.914,arrival,1,944,False
2025-09-16 10:56:46.930,arrival,1,945,False
2025-09-16 10:56:58.065,departure,-1,944,False
2025-09-16 11:01:05.497,arrival,1,945,False
2025-09-16 11:02:10.541,departure,-1,944,False
2025-09-16 11:02:33.057,arrival,1,945,False
2025-09-16 11:03:26.810,departure,-1,944,False
2025-09-16 11:03:30.531,arrival,1,945,False
2025-09-16 11:03:55.646,departure,-1,944,False
2025-09-16 11:05:32.706,arrival,1,945,False
2025-09-16 11:05:38.854,departure,-1,944,False
2025-09-16 11:08:07.802,departure,-1,943,False
2025-09-16 11:15:26.377,departure,-1,942,False
2025-09-16 11:16:16.752,arrival,1,943,False
2025-09-16 11:18:42.096,departure,-1,942,False
2025-09-16 11:21:54.686,arrival,1,943,False
2025-09-16 11:23:14.603,arrival,1,944,False
2025-09-16 11:31:29.294,departure,-1,943,False
2025-09-16 11:31:31.139,departure,-1,942,False
2025-09-16 11:32:16.484,arrival,1,943,False
2025-09-16 11:33:08.819,departure,-1,942,False
2025-09-16 11:39:25.404,departure,-1,941,False
2025-09-16 11:42:28.129,departure,-1,940,False
2025-09-16 11:44:13.069,arrival,1,941,False
2025-09-16 11:50:35.743,departure,-1,940,False
2025-09-16 11:53:29.187,departure,-1,939,False
2025-09-16 11:54:55.112,departure,-1,938,False
2025-09-16 11:55:15.298,arrival,1,939,False
