time,event,delta,cumulative,at_capacity
2025-10-11 10:09:31.206,departure,-1,742,False
2025-10-11 10:09:35.213,departure,-1,741,False
2025-10-11 10:09:48.402,arrival,1,742,False
2025-10-11 10:10:16.018,departure,-1,741,False
2025-10-11 10:13:04.909,arrival,1,742,False
2025-10-11 10:13:17.496,departure,-1,741,False
2025-10-11 10:19:03.384,departure,-1,740,False
2025-10-11 10:19:07.328,departure,-1,739,False
2025-10-11 10:22:00.880,departure,-1,738,False
2025-10-11 10:31:34.817,arrival,1,739,False
2025-10-11 10:36:18.206,arrival,1,740,False
2025-10-11 10:38:19.361,departure,-1,739,False
2025-10-11 10:39:51.042,arrival,1,740,False
2025-10-11 10:43:48.973,departure,-1,739,False
2025-10-11 10:45:19.086,arrival,1,740,False
2025-10-11 10:46:48.758,departure,-1,739,False
2025-10-11 10:48:43.315,arrival,1,740,False
2025-10-11 10:49:09.834,departure,-1,739,False
2025-10-11 10:51:02.558,arrival,1,740,False
2025-10-11 10:52:50.236,departure,-1,739,False
2025-10-11 10:56:00.094,departure,-1,738,False
2025-10-11 11:07:44.360,arrival,1,739,False
2025-10-11 11:08:27.904,arrival,1,740,False
2025-10-11 11:14:09.536,departure,-1,739,False
2025-10-11 11:14:41.106,departure,-1,738,False
2025-10-11 11:16:15.816,arrival,1,739,False
2025-10-11 11:16:52.420,arrival,1,740,False
2025-10-11 11:19:41.564,departure,-1,739,False
2025-10-11 11:28:09.836,arrival,1,740,False
2025-10-11 11:29:00.824,departure,-1,739,False
2025-10-11 11:29:15.323,departure,-1,738,False
2025-10-11 11:29:36.420,arrival,1,739,False
2025-10-11 11:32:35.006,departure,-1,738,False
2025-10-11 11:39:26.033,arrival,1,739,False
2025-10-11 11:40:22.162,arrival,1,740,False
2025-10-11 11:41:11.856,departure,-1,739,False
2025-10-11 11:42:53.251,arrival,1,740,False
2025-10-11 11:42:55.559,arrival,1,741,False
2025-10-11 11:44:43.220,arrival,1,742,False
2025-10-11 11:52:09.082,departure,-1,741,False
2025-10-11 11:59:12.653,departure,-1,740,False
2025-10-11 12:03:52.482,arrival,1,741,False
2025-10-11 12:04:53.564,departure,-1,740,False
2025-10-11 12:05:14.882,departure,-1,739,False
2025-10-11 12:10:29.616,departure,-1,738,False
2025-10-11 12:16:12.020,arrival,1,739,False
2025-10-11 12:18:10.254,arrival,1,740,False
2025-10-11 12:19:25.611,arrival,1,741,False
2025-10-11 12:22:30.634,departure,-1,740,False
2025-10-11 12:26:02.824,departure,-1,739,False
2025-10-11 12:27:12.020,departure,-1,738,False
2025-10-11 12:34:34.922,arrival,1,739,False
2025-10-11 12:36:12.079,departure,-1,738,False
2025-10-11 12:37:53.753,arrival,1,739,False
2025-10-11 12:40:43.986,departure,-1,738,False
2025-10-11 12:54:05.702,arrival,1,739,False
2025-10-11 12:56:27.704,arrival,1,740,False
2025-10-11 12:57:10.233,departure,-1,739,False
2025-10-11 12:59:52.801,arrival,1,740,False
2025-10-11 13:03:42.677,arrival,1,741,False
2025-10-11 13:03:56.368,departure,-1,740,False
2025-10-11 13:07:57.013,arrival,1,741,False
2025-10-11 13:08:34.766,arrival,1,742,False
2025-10-11 13:09:51.978,departure,-1,741,False
2025-10-11 13:10:08.820,departure,-1,740,False
2025-10-11 13:12:52.198,departure,-1,739,False
2025-10-11 13:13:31.205,departure,-1,738,False
2025-10-11 13:15:08.720,arrival,1,739,False
2025-10-11 13:16:18.930,arrival,1,740,False
2025-10-11 13:18:55.134,departure,-1,739,False
2025-10-11 13:21:33.393,departure,-1,738,False
2025-10-11 13:22:27.871,arrival,1,739,False
2025-10-11 13:25:04.295,arrival,1,740,False
2025-10-11 13:31:57.195,departure,-1,739,False
2025-10-11 13:32:17.609,departure,-1,738,False
2025-10-11 13:33:24.089,arrival,1,739,False
2025-10-11 13:34:40.243,departure,-1,738,False
2025-10-11 13:38:35.489,arrival,1,739,False
2025-10-11 13:39:30.822,arrival,1,740,False
2025-10-11 13:42:40.335,departure,-1,739,False
2025-10-11 13:43:23.836,departure,-1,738,False
2025-10-11 13:55:09.802,arrival,1,739,False
2025-10-11 13:56:53.850,departure,-1,738,False
2025-10-11 13:59:14.365,arrival,1,739,False
2025-10-11 14:02:14.662,arrival,1,740,False
2025-10-11 14:03:29.018,arrival,1,741,False
2025-10-11 14:03:36.739,departure,-1,740,False
2025-10-11 14:05:02.578,departure,-1,739,False
2025-10-11 14:05:04.105,departure,-1,738,False
2025-10-11 14:14:45.777,arrival,1,739,False
2025-10-11 14:19:25.946,departure,-1,738,False
2025-10-11 14:43:04.078,arrival,1,739,False
2025-10-11 14:43:35.798,arrival,1,740,False
2025-10-11 14:44:58.805,departure,-1,739,False
2025-10-11 14:46:03.132,arrival,1,740,False
2025-10-11 14:50:02.285,departure,-1,739,False
2025-10-11 14:50:05.022,arrival,1,740,False
2025-10-11 14:51:55.352,arrival,1,741,False
2025-10-11 14:55:28.138,arrival,1,742,False
2025-10-11 14:55:44.525,arrival,1,743,False
2025-10-11 15:00:59.994,departure,-1,742,False
2025-10-11 15:02:27.627,departure,-1,741,False
2025-10-11 15:02:42.184,departure,-1,740,False
2025-10-11 15:07:24.650,arrival,1,741,False
2025-10-11 15:08:25.775,departure,-1,740,False
2025-10-11 15:09:59.324,departure,-1,739,False
2025-10-11 15:11:49.139,arrival,1,740,False
2025-10-11 15:12:08.001,departure,-1,739,False
2025-10-11 15:12:33.897,arrival,1,740,False
2025-10-11 15:14:42.527,arrival,1,741,False
2025-10-11 15:22:10.463,departure,-1,740,False
2025-10-11 15:23:43.789,departure,-1,739,False
2025-10-11 15:24:46.935,arrival,1,740,False
2025-10-11 15:25:02.212,departure,-1,739,False
2025-10-11 15:25:06.641,arrival,1,740,False
2025-10-11 15:29:15.748,arrival,1,741,False
2025-10-11 15:29:31.334,departure,-1,740,False
2025-10-11 15:30:06.301,arrival,1,741,False
2025-10-11 15:33:03.838,departure,-1,740,False
2025-10-11 15:36:00.181,arrival,1,741,False
2025-10-11 15:37:10.912,arrival,1,742,False
2025-10-11 15:37:50.774,departure,-1,741,False
2025-10-11 15:39:32.298,departure,-1,740,False
2025-10-11 15:41:25.171,arrival,1,741,False
2025-10-11 15:41:48.252,arrival,1,742,False
2025-10-11 15:42:38.995,departure,-1,741,False
2025-10-11 15:45:11.951,departure,-1,740,False
2025-10-11 15:45:37.073,arrival,1,741,False
2025-10-11 15:45:40.773,departure,-1,740,False
2025-10-11 15:47:39.647,arrival,1,741,False
2025-10-11 15:47:53.037,arrival,1,742,False
2025-10-11 15:50:52.243,arrival,1,743,False
2025-10-11 15:55:25.005,departure,-1,742,False
2025-10-11 15:56:20.703,departure,-1,741,False
2025-10-11 15:58:18.090,departure,-1,740,False
2025-10-11 16:03:13.458,arrival,1,741,False
2025-10-11 16:03:42.918,departure,-1,740,False
2025-10-11 16:07:13.648,arrival,1,741,False
2025-10-11 16:08:24.901,departure,-1,740,False
2025-10-11 16:10:52.155,departure,-1,739,False
2025-10-11 16:11:49.328,departure,-1,738,False
2025-10-11 16:15:05.999,arrival,1,739,False
2025-10-11 16:21:10.981,departure,-1,738,False
2025-10-11 16:24:29.700,arrival,1,739,False
2025-10-11 16:37:54.247,departure,-1,738,False
2025-10-11 16:42:17.671,arrival,1,739,False
2025-10-11 16:44:51.560,arrival,1,740,False
2025-10-11 16:46:05.932,arrival,1,741,False
2025-10-11 16:51:22.710,departure,-1,740,False
2025-10-11 16:52:31.832,arrival,1,741,False
2025-10-11 16:56:39.707,arrival,1,742,False
2025-10-11 16:57:14.916,departure,-1,741,False
2025-10-11 16:59:26.399,arrival,1,742,False
2025-10-11 17:02:17.168,departure,-1,741,False
2025-10-11 17:03:53.919,departure,-1,740,False
2025-10-11 17:04:22.156,departure,-1,739,False
2025-10-11 17:04:37.579,departure,-1,738,False
2025-10-11 17:05:47.993,arrival,1,739,False
2025-10-11 17:06:36.875,departure,-1,738,False
2025-10-11 17:06:49.306,arrival,1,739,False
2025-10-11 17:07:39.698,departure,-1,738,False
2025-10-11 17:08:51.424,arrival,1,739,False
2025-10-11 17:11:23.977,arrival,1,740,False
2025-10-11 17:12:56.837,departure,-1,739,False
2025-10-11 17:17:03.066,arrival,1,740,False
2025-10-11 17:22:52.090,arrival,1,741,False
2025-10-11 17:27:40.814,arrival,1,742,False
2025-10-11 17:33:12.915,arrival,1,743,False
2025-10-11 17:35:04.610,arrival,1,744,False
2025-10-11 17:36:09.612,departure,-1,743,False
2025-10-11 17:36:30.795,departure,-1,742,False
2025-10-11 17:37:04.458,arrival,1,743,False
2025-10-11 17:38:23.583,arrival,1,744,False
2025-10-11 17:38:38.415,arrival,1,745,False
2025-10-11 17:38:47.862,departure,-1,744,False
2025-10-11 17:41:09.641,arrival,1,745,False
2025-10-11 17:41:29.619,departure,-1,744,False
2025-10-11 17:42:13.682,departure,-1,743,False
2025-10-11 17:42:52.901,departure,-1,742,False
2025-10-11 17:43:35.810,arrival,1,743,False
2025-10-11 17:44:08.896,departure,-1,742,False
2025-10-11 17:44:55.323,arrival,1,743,False
2025-10-11 17:48:50.924,departure,-1,742,False
2025-10-11 17:50:56.908,departure,-1,741,False
2025-10-11 17:51:10.392,arrival,1,742,False
2025-10-11 17:51:27.031,arrival,1,743,False
2025-10-11 17:51:36.409,departure,-1,742,False
2025-10-11 17:54:05.447,arrival,1,743,False
2025-10-11 17:55:25.348,departure,-1,742,False
2025-10-11 17:57:32.009,departure,-1,741,False
2025-10-11 17:57:56.570,departure,-1,740,False
2025-10-11 18:00:21.845,departure,-1,739,False
2025-10-11 18:01:13.452,departure,-1,738,False
2025-10-11 18:04:17.934,arrival,1,739,False
2025-10-11 18:07:54.390,departure,-1,738,False
2025-10-11 18:11:25.226,arrival,1,739,False
2025-10-11 18:11:51.173,departure,-1,738,False
2025-10-11 18:19:37.956,arrival,1,739,False
2025-10-11 18:20:35.387,arrival,1,740,False
2025-10-11 18:20:49.824,arrival,1,741,False
2025-10-11 18:21:51.071,arrival,1,742,False
2025-10-11 18:22:25.148,departure,-1,741,False
2025-10-11 18:22:39.055,arrival,1,742,False
2025-10-11 18:24:57.761,arrival,1,743,False
2025-10-11 18:26:24.087,departure,-1,742,False
2025-10-11 18:27:01.611,arrival,1,743,False
2025-10-11 18:30:02.242,arrival,1,744,False
2025-10-11 18:30:04.301,arrival,1,745,False
2025-10-11 18:30:50.773,departure,-1,744,False
2025-10-11 18:31:11.520,departure,-1,743,False
2025-10-11 18:32:44.934,departure,-1,742,False
2025-10-11 18:33:15.912,arrival,1,743,False
2025-10-11 18:34:15.540,departure,-1,742,False
2025-10-11 18:37:36.905,arrival,1,743,False
2025-10-11 18:38:11.687,arrival,1,744,False
2025-10-11 18:38:22.891,departure,-1,743,False
2025-10-11 18:38:46.823,departure,-1,742,False
2025-10-11 18:40:41.016,arrival,1,743,False
2025-10-11 18:41:49.710,arrival,1,744,False
2025-10-11 18:43:03.349,arrival,1,745,False
2025-10-11 18:43:24.737,departure,-1,744,False
2025-10-11 18:46:29.480,departure,-1,743,False
2025-10-11 18:52:00.949,arrival,1,744,False
2025-10-11 18:52:40.450,departure,-1,743,False
2025-10-11 18:52:42.330,arrival,1,744,False
2025-10-11 18:53:06.391,arrival,1,745,False
2025-10-11 18:53:52.079,arrival,1,746,False
2025-10-11 18:57:47.069,arrival,1,747,False
2025-10-11 19:01:09.464,arrival,1,748,False
2025-10-11 19:01:34.500,arrival,1,749,False
2025-10-11 19:02:56.242,arrival,1,750,False
2025-10-11 19:04:48.692,arrival,1,751,False
2025-10-11 19:05:20.121,arrival,1,752,False
2025-10-11 19:07:46.401,arrival,1,753,False
2025-10-11 19:08:16.863,departure,-1,752,False
2025-10-11 19:09:52.371,departure,-1,751,False
2025-10-11 19:09:55.600,departure,-1,750,False
2025-10-11 19:11:33.287,arrival,1,751,False
2025-10-11 19:12:08.277,arrival,1,752,False
2025-10-11 19:12:27.494,arrival,1,753,False
2025-10-11 19:14:14.016,arrival,1,754,False
2025-10-11 19:14:22.863,arrival,1,755,False
2025-10-11 19:15:39.566,departure,-1,754,False
2025-10-11 19:15:56.399,arrival,1,755,False
2025-10-11 19:17:30.621,arrival,1,756,False
2025-10-11 19:18:14.659,arrival,1,757,False
2025-10-11 19:19:15.759,arrival,1,758,False
2025-10-11 19:19:31.035,arrival,1,759,False
2025-10-11 19:19:51.308,arrival,1,760,False
2025-10-11 19:21:16.439,arrival,1,761,False
2025-10-11 19:23:42.261,departure,-1,760,False
2025-10-11 19:28:00.133,departure,-1,759,False
2025-10-11 19:28:06.902,arrival,1,760,False
2025-10-11 19:31:42.967,departure,-1,759,False
2025-10-11 19:31:57.795,arrival,1,760,False
2025-10-11 19:32:38.716,arrival,1,761,False
2025-10-11 19:32:53.160,arrival,1,762,False
2025-10-11 19:33:50.328,departure,-1,761,False
2025-10-11 19:34:45.321,departure,-1,760,False
2025-10-11 19:38:54.701,arrival,1,761,False
2025-10-11 19:41:34.549,arrival,1,762,False
2025-10-11 19:43:21.439,departure,-1,761,False
2025-10-11 19:45:53.001,departure,-1,760,False
2025-10-11 19:46:12.061,departure,-1,759,False
2025-10-11 19:48:04.343,arrival,1,760,False
2025-10-11 19:49:38.075,departure,-1,759,False
2025-10-11 19:50:04.607,departure,-1,758,False
2025-10-11 19:50:44.864,arrival,1,759,False
2025-10-11 19:54:54.604,departure,-1,758,False
2025-10-11 19:56:35.965,arrival,1,759,False
2025-10-11 19:58:01.241,departure,-1,758,False
2025-10-11 19:58:52.723,arrival,1,759,False
2025-10-11 20:00:40.378,departure,-1,758,False
2025-10-11 20:00:57.324,departure,-1,757,False
2025-10-11 20:03:07.001,arrival,1,758,False
2025-10-11 20:03:09.403,arrival,1,759,False
2025-10-11 20:03:48.116,departure,-1,758,False
2025-10-11 20:03:53.076,departure,-1,757,False
2025-10-11 20:08:06.434,arrival,1,758,False
2025-10-11 20:10:15.828,arrival,1,759,False
2025-10-11 20:10:40.980,arrival,1,760,False
2025-10-11 20:10:46.017,arrival,1,761,False
2025-10-11 20:11:12.565,arrival,1,762,False
2025-10-11 20:11:33.282,departure,-1,761,False
2025-10-11 20:11:53.460,departure,-1,760,False
2025-10-11 20:18:23.407,arrival,1,761,False
2025-10-11 20:18:29.203,arrival,1,762,False
2025-10-11 20:18:41.718,arrival,1,763,False
2025-10-11 20:20:49.176,departure,-1,762,False
2025-10-11 20:25:55.992,arrival,1,763,False
2025-10-11 20:26:36.108,departure,-1,762,False
2025-10-11 20:26:41.076,arrival,1,763,False
2025-10-11 20:27:20.576,departure,-1,762,False
2025-10-11 20:28:44.958,departure,-1,761,False
2025-10-11 20:30:14.314,arrival,1,762,False
2025-10-11 20:30:27.059,departure,-1,761,False
2025-10-11 20:30:47.094,arrival,1,762,False
2025-10-11 20:32:36.283,departure,-1,761,False
2025-10-11 20:33:51.864,arrival,1,762,False
2025-10-11 20:34:57.663,departure,-1,761,False
2025-10-11 20:36:06.336,arrival,1,762,False
2025-10-11 20:36:52.141,departure,-1,761,False
2025-10-11 20:37:24.635,arrival,1,762,False
2025-10-11 20:39:46.071,departure,-1,761,False
2025-10-11 20:40:32.540,departure,-1,760,False
2025-10-11 20:41:16.438,arrival,1,761,False
2025-10-11 20:44:26.506,departure,-1,760,False
2025-10-11 20:44:36.726,departure,-1,759,False
2025-10-11 20:44:55.129,arrival,1,760,False
2025-10-11 20:45:24.918,arrival,1,761,False
2025-10-11 20:47:11.286,departure,-1,760,False
2025-10-11 20:48:15.685,departure,-1,759,False
2025-10-11 20:48:35.080,departure,-1,758,False
2025-10-11 20:48:51.375,departure,-1,757,False
2025-10-11 20:51:17.728,departure,-1,756,False
2025-10-11 20:52:03.907,arrival,1,757,False
2025-10-11 20:53:15.344,departure,-1,756,False
2025-10-11 20:54:20.623,departure,-1,755,False
2025-10-11 21:00:40.578,arrival,1,756,False
2025-10-11 21:00:54.655,arrival,1,757,False
2025-10-11 21:01:38.641,arrival,1,758,False
2025-10-11 21:03:45.690,arrival,1,759,False
2025-10-11 21:04:12.798,arrival,1,760,False
2025-10-11 21:04:57.574,arrival,1,761,False
2025-10-11 21:10:17.425,departure,-1,760,False
2025-10-11 21:10:26.587,departure,-1,759,False
2025-10-11 21:13:55.244,arrival,1,760,False
2025-10-11 21:15:55.242,departure,-1,759,False
2025-10-11 21:16:06.437,departure,-1,758,False
2025-10-11 21:16:52.699,arrival,1,759,False
2025-10-11 21:17:54.921,arrival,1,760,False
2025-10-11 21:18:19.788,departure,-1,759,False
2025-10-11 21:18:51.199,arrival,1,760,False
2025-10-11 21:19:01.438,arrival,1,761,False
2025-10-11 21:21:14.204,arrival,1,762,False
2025-10-11 21:24:15.047,departure,-1,761,False
2025-10-11 21:27:34.465,departure,-1,760,False
2025-10-11 21:31:44.846,arrival,1,761,False
2025-10-11 21:33:56.379,departure,-1,760,False
2025-10-11 21:36:01.047,arrival,1,761,False
2025-10-11 21:36:03.099,arrival,1,762,False
2025-10-11 21:36:16.387,arrival,1,763,False
2025-10-11 21:50:48.752,departure,-1,762,False
2025-10-11 21:51:50.393,arrival,1,763,False
2025-10-11 21:52:09.039,arrival,1,764,False
2025-10-11 21:52:13.111,arrival,1,765,False
2025-10-11 21:53:36.936,departure,-1,764,False
2025-10-11 21:54:08.146,departure,-1,763,False
2025-10-11 21:55:35.349,departure,-1,762,False
2025-10-11 21:55:40.712,arrival,1,763,False
2025-10-11 22:04:53.291,arrival,1,764,False
2025-10-11 22:05:16.170,arrival,1,765,False
2025-10-11 22:06:12.068,departure,-1,764,False
2025-10-11 22:08:11.421,departure,-1,763,False
2025-10-11 22:12:47.281,arrival,1,764,False
2025-10-11 22:13:13.608,arrival,1,765,False
2025-10-11 22:18:26.022,departure,-1,764,False
2025-10-11 22:26:48.052,arrival,1,765,False
2025-10-11 22:26:52.856,arrival,1,766,False
2025-10-11 22:26:59.749,arrival,1,767,False
2025-10-11 22:27:07.286,arrival,1,768,False
2025-10-11 22:27:21.086,departure,-1,767,False
2025-10-11 22:27:22.524,departure,-1,766,False
2025-10-11 22:27:33.327,departure,-1,765,False
2025-10-11 22:31:29.279,arrival,1,766,False
2025-10-11 22:32:29.264,arrival,1,767,False
2025-10-11 22:33:53.924,arrival,1,768,False
2025-10-11 22:34:57.629,arrival,1,769,False
2025-10-11 22:36:18.006,arrival,1,770,False
2025-10-11 22:36:31.000,arrival,1,771,False
2025-10-11 22:37:26.870,arrival,1,772,False
2025-10-11 22:38:01.084,arrival,1,773,False
2025-10-11 22:39:05.053,departure,-1,772,False
2025-10-11 22:42:55.895,departure,-1,771,False
2025-10-11 22:51:09.833,arrival,1,772,False
2025-10-11 22:51:38.449,arrival,1,773,False
2025-10-11 22:52:10.552,arrival,1,774,False
2025-10-11 22:52:27.319,arrival,1,775,False
2025-10-11 22:53:44.804,arrival,1,776,False
2025-10-11 22:54:39.708,arrival,1,777,False
2025-10-11 22:54:49.451,arrival,1,778,False
2025-10-11 22:54:53.526,arrival,1,779,False
2025-10-11 22:55:05.881,arrival,1,780,False
2025-10-11 23:01:04.985,departure,-1,779,False
2025-10-11 23:07:57.772,arrival,1,780,False
2025-10-11 23:12:04.355,departure,-1,779,False
2025-10-11 23:17:16.927,departure,-1,778,False
2025-10-11 23:18:40.316,arrival,1,779,False
2025-10-11 23:20:09.270,arrival,1,780,False
2025-10-11 23:29:35.577,departure,-1,779,False
2025-10-11 23:29:42.035,arrival,1,780,False
2025-10-11 23:39:26.836,arrival,1,781,False
2025-10-11 23:47:23.425,arrival,1,782,False
2025-10-11 23:51:20.555,arrival,1,783,False
2025-10-11 23:56:55.739,arrival,1,784,False
2025-10-11 23:57:58.129,arrival,1,785,False
2025-10-11 23:59:14.007,arrival,1,786,False
2025-10-12 00:11:16.808,arrival,1,787,False
2025-10-12 00:11:50.535,arrival,1,788,False
2025-10-12 00:12:44.085,arrival,1,789,False
2025-10-12 00:31:31.509,arrival,1,790,False
2025-10-12 00:44:26.740,departure,-1,789,False
2025-10-12 00:47:00.473,departure,-1,788,False
2025-10-12 00:47:47.784,arrival,1,789,False
2025-10-12 00:50:31.546,arrival,1,790,False
2025-10-12 00:56:10.696,arrival,1,791,False
2025-10-12 05:06:36.241,departure,-1,790,False
2025-10-12 06:14:50.176,arrival,1,791,False
2025-10-12 07:53:14.292,departure,-1,790,False
2025-10-12 08:05:10.097,departure,-1,789,False
2025-10-12 08:09:49.181,departure,-1,788,False
2025-10-12 08:23:16.343,departure,-1,787,False
2025-10-12 08:36:00.214,departure,-1,786,False
2025-10-12 08:41:01.620,departure,-1,785,False
2025-10-12 08:48:47.091,arrival,1,786,False
2025-10-12 09:01:21.833,departure,-1,785,False
2025-10-12 09:15:09.723,arrival,1,786,False
2025-10-12 09:15:41.301,departure,-1,785,False
2025-10-12 09:24:26.388,departure,-1,784,False
2025-10-12 09:26:00.655,departure,-1,783,False
2025-10-12 09:26:57.022,arrival,1,784,False
2025-10-12 09:31:34.483,departure,-1,783,False
2025-10-12 09:33:44.242,departure,-1,782,False
2025-10-12 09:34:56.761,departure,-1,781,False
2025-10-12 09:44:52.875,departure,-1,780,False
2025-10-12 09:45:21.190,departure,-1,779,False
2025-10-12 09:46:12.106,departure,-1,778,False
2025-10-12 09:46:31.294,departure,-1,777,False
2025-10-12 09:51:02.642,departure,-1,776,False
2025-10-12 09:54:08.783,departure,-1,775,False
2025-10-12 10:03:58.175,departure,-1,774,False
2025-10-12 10:04:45.108,arrival,1,775,False
2025-10-12 10:09:03.675,departure,-1,774,False
2025-10-12 10:09:31.006,departure,-1,773,False
2025-10-12 10:10:57.682,departure,-1,772,False
2025-10-12 10:11:33.128,arrival,1,773,False
2025-10-12 10:12:19.200,departure,-1,772,False
2025-10-12 10:16:53.675,arrival,1,773,False
2025-10-12 10:18:33.651,departure,-1,772,False
2025-10-12 10:19:43.044,arrival,1,773,False
2025-10-12 10:26:49.344,departure,-1,772,False
2025-10-12 10:27:41.500,arrival,1,773,False
2025-10-12 10:28:21.616,departure,-1,772,False
2025-10-12 10:31:04.835,departure,-1,771,False
2025-10-12 10:32:55.172,arrival,1,772,False
2025-10-12 10:36:35.695,departure,-1,771,False
2025-10-12 10:39:31.717,arrival,1,772,False
2025-10-12 10:39:33.971,arrival,1,773,False
2025-10-12 10:42:39.377,arrival,1,774,False
2025-10-12 10:45:04.736,departure,-1,773,False
2025-10-12 10:47:00.091,departure,-1,772,False
2025-10-12 10:48:17.698,departure,-1,771,False
2025-10-12 10:50:18.311,departure,-1,770,False
2025-10-12 10:51:27.097,departure,-1,769,False
2025-10-12 10:53:09.214,departure,-1,768,False
2025-10-12 10:56:44.206,departure,-1,767,False
2025-10-12 11:03:51.045,departure,-1,766,False
2025-10-12 11:05:45.292,arrival,1,767,False
2025-10-12 11:12:56.139,departure,-1,766,False
2025-10-12 11:14:36.958,departure,-1,765,False
2025-10-12 11:15:14.415,arrival,1,766,False
2025-10-12 11:16:06.960,departure,-1,765,False
2025-10-12 11:21:03.245,departure,-1,764,False
2025-10-12 11:21:22.276,departure,-1,763,False
2025-10-12 11:25:25.095,arrival,1,764,False
2025-10-12 11:26:22.482,departure,-1,763,False
2025-10-12 11:28:09.500,departure,-1,762,False
2025-10-12 11:29:13.458,departure,-1,761,False
2025-10-12 11:39:55.772,departure,-1,760,False
2025-10-12 11:41:17.214,departure,-1,759,False
2025-10-12 11:46:12.376,arrival,1,760,False
2025-10-12 11:47:24.875,departure,-1,759,False
2025-10-12 11:48:57.640,departure,-1,758,False
2025-10-12 11:50:03.189,departure,-1,757,False
2025-10-12 11:53:37.011,departure,-1,756,False
2025-10-12 11:54:27.594,departure,-1,755,False
2025-10-12 11:57:55.153,departure,-1,754,False
2025-10-12 12:00:10.752,departure,-1,753,False
2025-10-12 12:00:32.363,departure,-1,752,False
2025-10-12 12:03:10.312,arrival,1,753,False
2025-10-12 12:04:53.989,arrival,1,754,False
2025-10-12 12:05:42.947,departure,-1,753,False
2025-10-12 12:07:52.774,departure,-1,752,False
2025-10-12 12:09:52.090,departure,-1,751,False
2025-10-12 12:15:49.352,departure,-1,750,False
2025-10-12 12:17:06.314,departure,-1,749,False
2025-10-12 12:18:06.666,departure,-1,748,False
2025-10-12 12:21:14.878,arrival,1,749,False
2025-10-12 12:24:39.302,arrival,1,750,False
2025-10-12 12:27:27.321,arrival,1,751,False
2025-10-12 12:29:46.188,departure,-1,750,False
2025-10-12 12:31:30.354,departure,-1,749,False
2025-10-12 12:34:15.409,departure,-1,748,False
2025-10-12 12:34:31.675,arrival,1,749,False
2025-10-12 12:35:15.818,departure,-1,748,False
2025-10-12 12:38:10.364,arrival,1,749,False
2025-10-12 12:38:31.376,arrival,1,750,False
2025-10-12 12:39:59.608,departure,-1,749,False
2025-10-12 12:40:35.504,arrival,1,750,False
2025-10-12 12:41:06.284,departure,-1,749,False
2025-10-12 12:44:19.142,departure,-1,748,False
2025-10-12 12:45:29.405,departure,-1,747,False
2025-10-12 12:46:05.874,arrival,1,748,False
2025-10-12 12:48:28.259,departure,-1,747,False
2025-10-12 12:50:44.005,arrival,1,748,False
2025-10-12 12:53:41.119,arrival,1,749,False
2025-10-12 12:54:13.512,departure,-1,748,False
2025-10-12 12:54:18.959,arrival,1,749,False
2025-10-12 12:54:46.748,arrival,1,750,False
2025-10-12 12:59:48.353,departure,-1,749,False
2025-10-12 13:01:01.490,arrival,1,750,False
2025-10-12 13:02:10.716,departure,-1,749,False
2025-10-12 13:02:36.734,departure,-1,748,False
2025-10-12 13:02:42.647,arrival,1,749,False
2025-10-12 13:03:27.575,arrival,1,750,False
2025-10-12 13:03:49.428,departure,-1,749,False
2025-10-12 13:04:40.110,departure,-1,748,False
2025-10-12 13:10:41.336,departure,-1,747,False
2025-10-12 13:12:44.265,departure,-1,746,False
2025-10-12 13:17:02.667,arrival,1,747,False
2025-10-12 13:22:29.921,departure,-1,746,False
2025-10-12 13:36:05.778,departure,-1,745,False
2025-10-12 13:38:23.920,departure,-1,744,False
2025-10-12 13:38:51.085,departure,-1,743,False
2025-10-12 13:38:53.783,departure,-1,742,False
2025-10-12 13:45:56.740,arrival,1,743,False
2025-10-12 13:48:26.932,arrival,1,744,False
2025-10-12 13:49:01.751,arrival,1,745,False
2025-10-12 13:50:54.951,arrival,1,746,False
2025-10-12 13:53:09.356,departure,-1,745,False
2025-10-12 13:54:51.146,arrival,1,746,False
2025-10-12 13:54:53.309,arrival,1,747,False
2025-10-12 13:54:56.076,arrival,1,748,False
2025-10-12 13:55:37.844,arrival,1,749,False
2025-10-12 13:57:38.605,arrival,1,750,False
2025-10-12 13:58:55.650,departure,-1,749,False
2025-10-12 14:00:11.770,departure,-1,748,False
2025-10-12 14:07:50.892,arrival,1,749,False
2025-10-12 14:09:48.563,arrival,1,750,False
2025-10-12 14:11:37.992,arrival,1,751,False
2025-10-12 14:12:03.917,departure,-1,750,False
2025-10-12 14:14:49.077,departure,-1,749,False
2025-10-12 14:15:36.968,departure,-1,748,False
2025-10-12 14:15:52.433,departure,-1,747,False
2025-10-12 14:16:56.894,departure,-1,746,False
2025-10-12 14:20:30.389,arrival,1,747,False
2025-10-12 14:22:15.371,arrival,1,748,False
2025-10-12 14:22:38.203,departure,-1,747,False
2025-10-12 14:27:05.671,departure,-1,746,False
2025-10-12 14:33:39.751,departure,-1,745,False
2025-10-12 14:34:09.765,departure,-1,744,False
2025-10-12 14:34:43.772,departure,-1,743,False
2025-10-12 14:37:30.832,departure,-1,742,False
2025-10-12 14:37:58.775,arrival,1,743,False
2025-10-12 14:38:42.864,arrival,1,744,False
2025-10-12 14:39:22.538,departure,-1,743,False
2025-10-12 14:39:24.800,departure,-1,742,False
2025-10-12 14:39:55.990,arrival,1,743,False
2025-10-12 14:42:28.995,arrival,1,744,False
