time,event,delta,inventory,at_capacity,at_empty
2025-09-20 21:37:36.072,arrival,1,6,False,False
2025-09-20 21:39:51.268,departure,-1,5,False,False
2025-09-20 21:43:26.116,departure,-1,4,False,False
2025-09-20 21:43:30.256,departure,-1,3,False,False
2025-09-20 21:45:23.683,arrival,1,4,False,False
2025-09-20 21:48:07.797,departure,-1,3,False,False
2025-09-20 21:48:42.055,departure,-1,2,False,False
2025-09-20 22:18:35.971,arrival,1,3,False,False
2025-09-20 22:20:49.468,arrival,1,4,False,False
2025-09-20 22:21:20.952,arrival,1,5,False,False
2025-09-20 22:24:09.672,arrival,1,6,False,False
2025-09-20 22:24:41.491,departure,-1,5,False,False
2025-09-20 22:25:40.227,departure,-1,4,False,False
2025-09-20 22:26:36.420,arrival,1,5,False,False
2025-09-20 22:29:16.933,departure,-1,4,False,False
2025-09-20 22:30:49.217,departure,-1,3,False,False
2025-09-20 22:30:57.624,arrival,1,4,False,False
2025-09-20 22:52:58.287,arrival,1,5,False,False
2025-09-20 22:55:08.495,departure,-1,4,False,False
2025-09-20 22:58:21.931,arrival,1,5,False,False
2025-09-20 23:09:16.012,departure,-1,4,False,False
2025-09-20 23:22:54.071,arrival,1,5,False,False
2025-09-20 23:33:42.881,arrival,1,6,False,False
2025-09-20 23:39:26.287,departure,-1,5,False,False
2025-09-20 23:39:36.862,departure,-1,4,False,False
2025-09-20 23:39:55.576,departure,-1,3,False,False
2025-09-20 23:42:05.848,departure,-1,2,False,False
2025-09-20 23:47:53.550,arrival,1,3,False,False
2025-09-20 23:58:39.995,departure,-1,2,False,False
2025-09-21 07:49:03.639,arrival,1,3,False,False
2025-09-21 07:49:08.096,arrival,1,4,False,False
2025-09-21 08:42:15.603,departure,-1,3,False,False
2025-09-21 08:46:11.289,departure,-1,2,False,False
2025-09-21 08:50:42.841,arrival,1,3,False,False
2025-09-21 08:51:22.904,departure,-1,2,False,False
2025-09-21 09:11:01.882,departure,-1,1,False,False
2025-09-21 09:43:29.131,arrival,1,2,False,False
2025-09-21 10:00:45.821,departure,-1,1,False,False
2025-09-21 10:05:31.333,arrival,1,2,False,False
2025-09-21 10:24:57.015,arrival,1,3,False,False
2025-09-21 10:32:58.895,arrival,1,4,False,False
2025-09-21 10:39:19.314,departure,-1,3,False,False
2025-09-21 10:44:16.825,departure,-1,2,False,False
2025-09-21 11:00:31.327,arrival,1,3,False,False
2025-09-21 11:03:23.157,arrival,1,4,False,False
2025-09-21 11:09:46.198,arrival,1,5,False,False
2025-09-21 11:29:17.426,arrival,1,6,False,False
2025-09-21 11:32:23.375,arrival,1,7,False,False
2025-09-21 11:40:07.296,arrival,1,8,False,False
2025-09-21 11:41:10.028,arrival,1,9,False,False
2025-09-21 11:41:12.519,arrival,1,10,False,False
2025-09-21 11:46:11.344,arrival,1,11,False,False
2025-09-21 11:48:15.247,departure,-1,10,False,False
2025-09-21 11:49:46.080,arrival,1,11,False,False
2025-09-21 11:49:56.687,arrival,1,12,False,False
2025-09-21 11:56:58.072,arrival,1,13,False,False
2025-09-21 11:57:12.480,arrival,1,14,False,False
2025-09-21 12:01:50.694,arrival,1,15,False,False
2025-09-21 12:07:26.002,departure,-1,14,False,False
2025-09-21 12:08:03.063,departure,-1,13,False,False
2025-09-21 12:08:45.070,departure,-1,12,False,False
2025-09-21 12:14:56.384,arrival,1,13,False,False
2025-09-21 12:15:59.107,arrival,1,14,False,False
2025-09-21 12:16:09.032,arrival,1,15,False,False
2025-09-21 12:16:09.995,arrival,1,16,False,False
2025-09-21 12:31:25.810,departure,-1,15,False,False
2025-09-21 12:31:32.574,departure,-1,14,False,False
2025-09-21 12:38:26.132,arrival,1,15,False,False
2025-09-21 12:46:04.488,arrival,1,16,False,False
2025-09-21 12:46:22.094,departure,-1,15,False,False
2025-09-21 12:50:16.745,departure,-1,14,False,False
2025-09-21 12:56:04.078,arrival,1,15,False,False
2025-09-21 12:58:38.280,arrival,1,16,False,False
2025-09-21 13:01:10.523,arrival,1,17,False,False
2025-09-21 13:04:59.647,arrival,1,18,False,False
2025-09-21 13:09:56.298,arrival,1,19,False,False
2025-09-21 13:12:19.438,departure,-1,18,False,False
2025-09-21 13:13:15.487,departure,-1,17,False,False
2025-09-21 13:13:51.968,departure,-1,16,False,False
2025-09-21 13:14:54.610,arrival,1,17,False,False
2025-09-21 13:25:12.686,departure,-1,16,False,False
2025-09-21 13:26:18.042,arrival,1,17,False,False
2025-09-21 13:28:08.001,arrival,1,18,False,False
2025-09-21 13:29:16.445,departure,-1,17,False,False
2025-09-21 13:29:53.034,arrival,1,18,False,False
2025-09-21 13:31:15.735,departure,-1,17,False,False
2025-09-21 13:31:38.224,arrival,1,18,False,False
2025-09-21 13:31:40.674,arrival,1,19,False,False
2025-09-21 13:32:12.950,departure,-1,18,False,False
2025-09-21 13:32:49.287,departure,-1,17,False,False
2025-09-21 13:32:59.875,departure,-1,16,False,False
2025-09-21 13:34:49.955,arrival,1,17,False,False
2025-09-21 13:36:44.439,arrival,1,18,False,False
2025-09-21 13:37:04.194,arrival,1,19,False,False
2025-09-21 13:38:15.380,arrival,1,20,False,False
2025-09-21 13:41:26.762,departure,-1,19,False,False
2025-09-21 13:41:56.689,arrival,1,20,False,False
2025-09-21 13:43:04.950,arrival,1,21,False,False
2025-09-21 13:45:56.453,arrival,1,22,False,False
2025-09-21 13:51:49.629,departure,-1,21,False,False
2025-09-21 13:52:22.313,arrival,1,22,False,False
2025-09-21 14:25:28.145,departure,-1,21,False,False
2025-09-21 14:26:14.901,arrival,1,22,False,False
2025-09-21 14:27:28.305,departure,-1,21,False,False
2025-09-21 14:30:43.778,departure,-1,20,False,False
2025-09-21 14:33:02.254,departure,-1,19,False,False
2025-09-21 14:33:46.255,departure,-1,18,False,False
2025-09-21 14:34:01.791,departure,-1,17,False,False
2025-09-21 14:38:55.815,departure,-1,16,False,False
2025-09-21 14:38:57.883,departure,-1,15,False,False
2025-09-21 14:48:09.774,departure,-1,14,False,False
2025-09-21 14:51:06.395,arrival,1,15,False,False
2025-09-21 14:57:06.000,arrival,1,16,False,False
2025-09-21 14:57:29.284,arrival,1,17,False,False
2025-09-21 15:01:07.502,departure,-1,16,False,False
2025-09-21 15:09:11.912,arrival,1,17,False,False
2025-09-21 15:11:17.122,departure,-1,16,False,False
2025-09-21 15:11:59.561,arrival,1,17,False,False
2025-09-21 15:14:00.772,departure,-1,16,False,False
2025-09-21 15:18:07.206,arrival,1,17,False,False
2025-09-21 15:21:56.061,arrival,1,18,False,False
2025-09-21 15:25:00.293,arrival,1,19,False,False
2025-09-21 15:27:09.703,arrival,1,20,False,False
2025-09-21 15:29:21.843,departure,-1,19,False,False
2025-09-21 15:29:30.396,departure,-1,18,False,False
2025-09-21 15:29:54.454,departure,-1,17,False,False
2025-09-21 15:32:13.457,arrival,1,18,False,False
2025-09-21 15:32:30.136,arrival,1,19,False,False
2025-09-21 15:38:28.271,arrival,1,20,False,False
2025-09-21 15:39:41.132,departure,-1,19,False,False
2025-09-21 15:42:23.201,arrival,1,20,False,False
2025-09-21 15:44:29.578,departure,-1,19,False,False
2025-09-21 15:44:38.388,departure,-1,18,False,False
2025-09-21 15:45:42.229,arrival,1,19,False,False
2025-09-21 15:47:32.829,departure,-1,18,False,False
2025-09-21 15:54:44.739,departure,-1,17,False,False
2025-09-21 16:10:44.547,departure,-1,16,False,False
2025-09-21 16:11:14.336,arrival,1,17,False,False
2025-09-21 16:11:25.174,arrival,1,18,False,False
2025-09-21 16:12:04.154,arrival,1,19,False,False
2025-09-21 16:20:57.427,departure,-1,18,False,False
2025-09-21 16:21:36.757,departure,-1,17,False,False
2025-09-21 16:22:21.388,arrival,1,18,False,False
2025-09-21 16:23:16.979,departure,-1,17,False,False
2025-09-21 16:25:06.489,departure,-1,16,False,False
2025-09-21 16:27:08.892,departure,-1,15,False,False
2025-09-21 16:31:08.853,arrival,1,16,False,False
2025-09-21 16:35:12.806,arrival,1,17,False,False
2025-09-21 16:35:44.630,departure,-1,16,False,False
2025-09-21 16:37:11.009,departure,-1,15,False,False
2025-09-21 16:46:37.573,departure,-1,14,False,False
2025-09-21 16:46:48.773,arrival,1,15,False,False
2025-09-21 16:46:55.728,departure,-1,14,False,False
2025-09-21 16:56:41.799,departure,-1,13,False,False
2025-09-21 16:57:31.582,arrival,1,14,False,False
2025-09-21 16:59:44.032,departure,-1,13,False,False
2025-09-21 17:01:58.090,departure,-1,12,False,False
2025-09-21 17:02:31.337,departure,-1,11,False,False
2025-09-21 17:05:55.645,departure,-1,10,False,False
2025-09-21 17:05:56.763,departure,-1,9,False,False
2025-09-21 17:06:10.992,departure,-1,8,False,False
2025-09-21 17:06:16.031,departure,-1,7,False,False
2025-09-21 17:08:10.179,arrival,1,8,False,False
2025-09-21 17:09:12.471,departure,-1,7,False,False
2025-09-21 17:09:38.116,departure,-1,6,False,False
2025-09-21 17:12:13.330,departure,-1,5,False,False
2025-09-21 17:21:02.867,arrival,1,6,False,False
2025-09-21 17:23:38.613,arrival,1,7,False,False
2025-09-21 17:25:06.342,departure,-1,6,False,False
2025-09-21 17:25:37.671,departure,-1,5,False,False
2025-09-21 17:27:23.792,departure,-1,4,False,False
2025-09-21 17:30:44.131,arrival,1,5,False,False
2025-09-21 17:33:26.293,departure,-1,4,False,False
2025-09-21 17:34:01.215,departure,-1,3,False,False
2025-09-21 17:36:46.313,arrival,1,4,False,False
2025-09-21 17:37:51.766,arrival,1,5,False,False
2025-09-21 17:39:24.538,departure,-1,4,False,False
2025-09-21 17:41:00.794,arrival,1,5,False,False
2025-09-21 17:44:08.117,arrival,1,6,False,False
2025-09-21 17:44:32.087,departure,-1,5,False,False
2025-09-21 17:49:08.506,departure,-1,4,False,False
2025-09-21 17:55:39.791,departure,-1,3,False,False
2025-09-21 18:01:41.804,departure,-1,2,False,False
2025-09-21 18:02:49.224,departure,-1,1,False,False
2025-09-21 18:10:53.257,arrival,1,2,False,False
2025-09-21 18:15:07.631,departure,-1,1,False,False
2025-09-21 18:19:51.919,arrival,1,2,False,False
2025-09-21 18:23:01.240,departure,-1,1,False,False
2025-09-21 18:26:52.743,arrival,1,2,False,False
2025-09-21 18:29:20.623,departure,-1,1,False,False
2025-09-21 18:44:48.618,arrival,1,2,False,False
2025-09-21 18:44:52.677,arrival,1,3,False,False
2025-09-21 18:45:15.615,arrival,1,4,False,False
2025-09-21 18:45:33.546,arrival,1,5,False,False
2025-09-21 18:52:45.567,departure,-1,4,False,False
2025-09-21 18:53:47.537,departure,-1,3,False,False
2025-09-21 18:59:31.575,departure,-1,2,False,False
2025-09-21 18:59:35.199,departure,-1,1,False,False
2025-09-21 19:13:38.001,arrival,1,2,False,False
2025-09-21 19:17:11.850,departure,-1,1,False,False
2025-09-21 19:23:32.881,arrival,1,2,False,False
2025-09-21 19:25:58.167,departure,-1,1,False,False
2025-09-21 19:27:58.880,arrival,1,2,False,False
2025-09-21 19:30:59.203,departure,-1,1,False,False
2025-09-21 19:34:58.028,arrival,1,2,False,False
2025-09-21 20:00:15.718,departure,-1,1,False,False
2025-09-21 20:16:18.276,arrival,1,2,False,False
2025-09-21 20:16:20.568,arrival,1,3,False,False
2025-09-21 20:26:39.334,departure,-1,2,False,False
2025-09-21 21:04:53.535,arrival,1,3,False,False
2025-09-21 21:14:01.758,arrival,1,4,False,False
2025-09-21 21:31:18.250,departure,-1,3,False,False
2025-09-21 21:47:18.189,arrival,1,4,False,False
2025-09-21 21:57:19.030,departure,-1,3,False,False
2025-09-21 21:58:04.323,departure,-1,2,False,False
2025-09-21 22:01:15.621,arrival,1,3,False,False
2025-09-21 22:02:03.359,arrival,1,4,False,False
2025-09-21 22:24:59.921,departure,-1,3,False,False
2025-09-21 22:38:14.004,arrival,1,4,False,False
2025-09-21 22:39:15.572,departure,-1,3,False,False
2025-09-21 23:06:49.601,arrival,1,4,False,False
2025-09-21 23:08:05.336,departure,-1,3,False,False
2025-09-22 00:19:05.893,departure,-1,2,False,False
2025-09-22 00:56:41.539,departure,-1,1,False,False
2025-09-22 06:19:49.409,arrival,1,2,False,False
2025-09-22 06:33:56.725,arrival,1,3,False,False
2025-09-22 07:28:31.308,arrival,1,4,False,False
2025-09-22 07:44:57.136,arrival,1,5,False,False
2025-09-22 07:48:22.799,arrival,1,6,False,False
2025-09-22 07:48:43.052,arrival,1,7,False,False
2025-09-22 07:50:23.214,arrival,1,8,False,False
2025-09-22 07:53:12.091,departure,-1,7,False,False
2025-09-22 07:53:32.219,arrival,1,8,False,False
2025-09-22 07:55:14.770,departure,-1,7,False,False
2025-09-22 08:01:01.679,arrival,1,8,False,False
2025-09-22 08:07:28.187,departure,-1,7,False,False
2025-09-22 08:12:29.118,arrival,1,8,False,False
2025-09-22 08:12:31.923,departure,-1,7,False,False
2025-09-22 08:12:45.594,departure,-1,6,False,False
2025-09-22 08:13:45.232,arrival,1,7,False,False
2025-09-22 08:15:07.446,arrival,1,8,False,False
2025-09-22 08:15:16.783,arrival,1,9,False,False
2025-09-22 08:16:40.287,arrival,1,10,False,False
2025-09-22 08:17:01.594,arrival,1,11,False,False
2025-09-22 08:17:25.880,arrival,1,12,False,False
2025-09-22 08:18:14.078,arrival,1,13,False,False
2025-09-22 08:18:42.931,arrival,1,14,False,False
2025-09-22 08:21:36.251,arrival,1,15,False,False
2025-09-22 08:22:45.411,arrival,1,16,False,False
2025-09-22 08:23:54.483,arrival,1,17,False,False
2025-09-22 08:24:31.881,arrival,1,18,False,False
2025-09-22 08:27:08.291,arrival,1,19,False,False
2025-09-22 08:29:38.874,arrival,1,20,False,False
2025-09-22 08:32:24.379,arrival,1,21,False,False
2025-09-22 08:32:39.834,arrival,1,22,False,False
2025-09-22 08:38:12.102,arrival,1,23,True,False
2025-09-22 08:45:49.266,departure,-1,22,False,False
2025-09-22 08:47:54.927,arrival,1,23,True,False
2025-09-22 08:53:04.581,departure,-1,22,False,False
2025-09-22 08:57:23.041,arrival,1,23,True,False
2025-09-22 09:50:40.701,departure,-1,22,False,False
2025-09-22 09:53:52.915,arrival,1,23,True,False
2025-09-22 10:28:25.887,departure,-1,22,False,False
2025-09-22 10:29:35.925,arrival,1,23,True,False
2025-09-22 11:05:23.677,departure,-1,22,False,False
2025-09-22 11:06:44.046,arrival,1,23,True,False
2025-09-22 11:14:29.649,departure,-1,22,False,False
2025-09-22 11:14:52.496,arrival,1,23,True,False
2025-09-22 11:26:52.864,departure,-1,22,False,False
2025-09-22 11:31:50.034,arrival,1,23,True,False
2025-09-22 11:31:54.284,departure,-1,22,False,False
2025-09-22 11:32:00.914,arrival,1,23,True,False
2025-09-22 11:37:43.511,departure,-1,22,False,False
2025-09-22 11:38:38.337,arrival,1,23,True,False
2025-09-22 11:41:54.764,departure,-1,22,False,False
2025-09-22 11:48:03.197,arrival,1,23,True,False
2025-09-22 11:49:54.052,departure,-1,22,False,False
2025-09-22 11:50:46.057,arrival,1,23,True,False
2025-09-22 11:52:04.302,departure,-1,22,False,False
2025-09-22 12:02:09.213,arrival,1,23,True,False
2025-09-22 12:11:37.912,departure,-1,22,False,False
2025-09-22 12:13:27.315,departure,-1,21,False,False
2025-09-22 12:16:11.342,arrival,1,22,False,False
2025-09-22 12:29:43.830,arrival,1,23,True,False
2025-09-22 12:41:31.522,departure,-1,22,False,False
2025-09-22 12:42:00.443,arrival,1,23,True,False
2025-09-22 12:42:49.733,departure,-1,22,False,False
2025-09-22 12:43:22.605,arrival,1,23,True,False
2025-09-22 12:44:27.141,departure,-1,22,False,False
2025-09-22 12:44:35.373,arrival,1,23,True,False
2025-09-22 13:04:23.900,departure,-1,22,False,False
2025-09-22 13:04:33.314,departure,-1,21,False,False
2025-09-22 13:04:35.905,arrival,1,22,False,False
2025-09-22 13:05:44.482,arrival,1,23,True,False
2025-09-22 13:15:33.722,departure,-1,22,False,False
2025-09-22 13:17:13.694,arrival,1,23,True,False
2025-09-22 13:20:36.271,departure,-1,22,False,False
2025-09-22 13:21:53.612,arrival,1,23,True,False
2025-09-22 13:41:09.936,departure,-1,22,False,False
2025-09-22 13:42:43.856,departure,-1,21,False,False
2025-09-22 13:45:08.865,arrival,1,22,False,False
2025-09-22 13:52:09.122,departure,-1,21,False,False
2025-09-22 14:03:45.926,departure,-1,20,False,False
2025-09-22 14:04:46.666,arrival,1,21,False,False
2025-09-22 14:06:58.641,arrival,1,22,False,False
2025-09-22 14:07:26.261,arrival,1,23,True,False
2025-09-22 14:09:17.720,departure,-1,22,False,False
2025-09-22 14:14:23.007,arrival,1,23,True,False
2025-09-22 14:17:11.278,departure,-1,22,False,False
2025-09-22 14:17:50.772,departure,-1,21,False,False
2025-09-22 14:20:39.002,departure,-1,20,False,False
2025-09-22 14:21:06.818,arrival,1,21,False,False
2025-09-22 14:27:33.917,departure,-1,20,False,False
2025-09-22 14:27:52.518,arrival,1,21,False,False
2025-09-22 14:29:30.069,arrival,1,22,False,False
2025-09-22 14:34:48.032,arrival,1,23,True,False
2025-09-22 14:37:45.208,departure,-1,22,False,False
2025-09-22 14:42:33.230,departure,-1,21,False,False
2025-09-22 14:44:14.315,arrival,1,22,False,False
2025-09-22 14:44:16.486,arrival,1,23,True,False
2025-09-22 14:49:05.302,departure,-1,22,False,False
2025-09-22 14:55:13.294,departure,-1,21,False,False
2025-09-22 15:02:56.630,departure,-1,20,False,False
2025-09-22 15:06:05.846,arrival,1,21,False,False
2025-09-22 15:07:28.458,arrival,1,22,False,False
2025-09-22 15:14:58.242,departure,-1,21,False,False
2025-09-22 15:15:35.193,departure,-1,20,False,False
2025-09-22 15:24:58.063,arrival,1,21,False,False
2025-09-22 15:26:22.651,departure,-1,20,False,False
2025-09-22 15:26:44.476,arrival,1,21,False,False
2025-09-22 15:28:03.526,departure,-1,20,False,False
2025-09-22 15:30:51.284,departure,-1,19,False,False
2025-09-22 15:37:19.502,departure,-1,18,False,False
2025-09-22 15:37:40.581,departure,-1,17,False,False
2025-09-22 15:47:03.528,departure,-1,16,False,False
2025-09-22 15:47:09.917,departure,-1,15,False,False
2025-09-22 15:52:05.881,arrival,1,16,False,False
2025-09-22 15:52:07.794,arrival,1,17,False,False
2025-09-22 15:53:25.639,arrival,1,18,False,False
2025-09-22 15:58:48.667,arrival,1,19,False,False
2025-09-22 16:00:37.416,departure,-1,18,False,False
2025-09-22 16:01:15.856,arrival,1,19,False,False
2025-09-22 16:07:36.321,arrival,1,20,False,False
2025-09-22 16:09:41.710,arrival,1,21,False,False
2025-09-22 16:13:05.141,departure,-1,20,False,False
2025-09-22 16:14:11.895,departure,-1,19,False,False
2025-09-22 16:15:16.920,departure,-1,18,False,False
2025-09-22 16:17:11.412,departure,-1,17,False,False
2025-09-22 16:21:50.384,arrival,1,18,False,False
2025-09-22 16:22:05.753,arrival,1,19,False,False
2025-09-22 16:24:57.320,departure,-1,18,False,False
2025-09-22 16:26:22.430,arrival,1,19,False,False
2025-09-22 16:28:56.372,departure,-1,18,False,False
2025-09-22 16:30:54.110,departure,-1,17,False,False
2025-09-22 16:34:27.063,arrival,1,18,False,False
2025-09-22 16:34:29.629,departure,-1,17,False,False
2025-09-22 16:35:27.009,departure,-1,16,False,False
2025-09-22 16:37:22.400,departure,-1,15,False,False
2025-09-22 16:37:56.635,departure,-1,14,False,False
2025-09-22 16:40:08.733,arrival,1,15,False,False
2025-09-22 16:41:04.073,departure,-1,14,False,False
2025-09-22 16:44:10.582,arrival,1,15,False,False
2025-09-22 16:45:00.956,arrival,1,16,False,False
2025-09-22 16:45:36.904,departure,-1,15,False,False
2025-09-22 16:46:29.553,departure,-1,14,False,False
2025-09-22 16:47:58.084,arrival,1,15,False,False
2025-09-22 16:48:05.498,arrival,1,16,False,False
2025-09-22 16:52:02.010,departure,-1,15,False,False
2025-09-22 16:52:19.028,departure,-1,14,False,False
2025-09-22 16:54:52.887,departure,-1,13,False,False
2025-09-22 16:56:05.402,arrival,1,14,False,False
2025-09-22 16:57:10.023,arrival,1,15,False,False
2025-09-22 16:57:38.950,arrival,1,16,False,False
2025-09-22 17:01:48.042,departure,-1,15,False,False
2025-09-22 17:01:58.310,departure,-1,14,False,False
2025-09-22 17:03:23.613,arrival,1,15,False,False
2025-09-22 17:04:46.099,arrival,1,16,False,False
2025-09-22 17:10:07.753,departure,-1,15,False,False
2025-09-22 17:11:41.639,departure,-1,14,False,False
2025-09-22 17:14:35.736,arrival,1,15,False,False
2025-09-22 17:14:50.975,departure,-1,14,False,False
2025-09-22 17:16:41.548,departure,-1,13,False,False
2025-09-22 17:17:09.988,departure,-1,12,False,False
2025-09-22 17:18:21.514,arrival,1,13,False,False
2025-09-22 17:19:22.448,departure,-1,12,False,False
2025-09-22 17:20:39.631,arrival,1,13,False,False
2025-09-22 17:21:24.887,departure,-1,12,False,False
2025-09-22 17:23:10.458,arrival,1,13,False,False
2025-09-22 17:25:06.006,arrival,1,14,False,False
2025-09-22 17:27:44.632,departure,-1,13,False,False
2025-09-22 17:29:34.391,departure,-1,12,False,False
2025-09-22 17:29:37.872,departure,-1,11,False,False
2025-09-22 17:30:38.116,arrival,1,12,False,False
2025-09-22 17:31:00.987,departure,-1,11,False,False
2025-09-22 17:32:06.881,departure,-1,10,False,False
2025-09-22 17:34:44.731,departure,-1,9,False,False
2025-09-22 17:35:09.985,arrival,1,10,False,False
2025-09-22 17:35:16.615,departure,-1,9,False,False
2025-09-22 17:36:06.121,departure,-1,8,False,False
2025-09-22 17:37:37.603,departure,-1,7,False,False
2025-09-22 17:37:38.922,departure,-1,6,False,False
2025-09-22 17:38:21.726,departure,-1,5,False,False
2025-09-22 17:44:55.435,arrival,1,6,False,False
2025-09-22 17:45:24.882,arrival,1,7,False,False
2025-09-22 17:47:57.682,departure,-1,6,False,False
2025-09-22 17:54:12.043,departure,-1,5,False,False
2025-09-22 18:06:08.529,arrival,1,6,False,False
2025-09-22 18:07:45.390,arrival,1,7,False,False
2025-09-22 18:09:55.711,arrival,1,8,False,False
2025-09-22 18:11:26.598,departure,-1,7,False,False
2025-09-22 18:16:29.081,arrival,1,8,False,False
2025-09-22 18:19:12.552,arrival,1,9,False,False
2025-09-22 18:20:58.952,departure,-1,8,False,False
2025-09-22 18:21:59.357,departure,-1,7,False,False
2025-09-22 18:22:06.729,departure,-1,6,False,False
2025-09-22 18:23:03.212,departure,-1,5,False,False
2025-09-22 18:35:20.988,arrival,1,6,False,False
2025-09-22 18:39:51.127,arrival,1,7,False,False
2025-09-22 18:49:53.501,departure,-1,6,False,False
2025-09-22 18:51:00.708,departure,-1,5,False,False
2025-09-22 19:07:56.450,arrival,1,6,False,False
2025-09-22 19:08:29.297,departure,-1,5,False,False
2025-09-22 19:22:59.208,arrival,1,6,False,False
2025-09-22 19:23:14.665,arrival,1,7,False,False
2025-09-22 19:24:20.753,departure,-1,6,False,False
2025-09-22 19:27:52.543,arrival,1,7,False,False
2025-09-22 19:28:18.434,departure,-1,6,False,False
2025-09-22 19:28:28.820,arrival,1,7,False,False
2025-09-22 19:34:57.273,departure,-1,6,False,False
2025-09-22 19:37:21.716,departure,-1,5,False,False
2025-09-22 19:51:55.222,arrival,1,6,False,False
2025-09-22 20:00:18.773,arrival,1,7,False,False
2025-09-22 20:02:39.417,departure,-1,6,False,False
2025-09-22 20:09:24.680,departure,-1,5,False,False
2025-09-22 20:41:53.542,arrival,1,6,False,False
2025-09-22 20:48:43.521,arrival,1,7,False,False
2025-09-22 20:49:44.612,departure,-1,6,False,False
2025-09-22 20:54:23.470,departure,-1,5,False,False
2025-09-22 21:06:50.972,arrival,1,6,False,False
2025-09-22 21:12:00.435,departure,-1,5,False,False
2025-09-22 21:14:41.867,arrival,1,6,False,False
2025-09-22 21:22:02.827,departure,-1,5,False,False
2025-09-22 21:46:55.225,arrival,1,6,False,False
2025-09-22 21:53:31.550,departure,-1,5,False,False
2025-09-22 21:59:06.614,departure,-1,4,False,False
2025-09-22 22:03:29.880,departure,-1,3,False,False
2025-09-22 22:06:35.115,arrival,1,4,False,False
2025-09-22 22:27:06.950,departure,-1,3,False,False
2025-09-22 22:46:45.272,departure,-1,2,False,False
2025-09-22 23:25:46.254,departure,-1,1,False,False
2025-09-22 23:25:54.910,departure,-1,0,False,True
2025-09-23 00:23:52.303,arrival,1,1,False,False
2025-09-23 00:52:13.459,departure,-1,0,False,True
2025-09-23 05:03:55.902,departure,-1,0,False,True
2025-09-23 06:14:10.761,arrival,1,1,False,False
2025-09-23 07:02:59.451,arrival,1,2,False,False
2025-09-23 07:03:51.555,departure,-1,1,False,False
2025-09-23 07:15:33.464,arrival,1,2,False,False
2025-09-23 07:31:25.430,arrival,1,3,False,False
2025-09-23 07:32:07.319,departure,-1,2,False,False
2025-09-23 07:38:21.767,departure,-1,1,False,False
2025-09-23 07:39:51.720,arrival,1,2,False,False
2025-09-23 07:47:35.493,arrival,1,3,False,False
2025-09-23 07:54:21.231,arrival,1,4,False,False
2025-09-23 07:58:21.893,arrival,1,5,False,False
2025-09-23 07:58:36.480,departure,-1,4,False,False
2025-09-23 08:03:05.806,arrival,1,5,False,False
2025-09-23 08:07:00.760,arrival,1,6,False,False
2025-09-23 08:07:24.144,arrival,1,7,False,False
2025-09-23 08:09:19.302,arrival,1,8,False,False
2025-09-23 08:10:51.560,departure,-1,7,False,False
2025-09-23 08:11:35.970,arrival,1,8,False,False
2025-09-23 08:13:53.115,arrival,1,9,False,False
2025-09-23 08:14:29.423,arrival,1,10,False,False
2025-09-23 08:15:03.480,arrival,1,11,False,False
2025-09-23 08:15:42.696,arrival,1,12,False,False
2025-09-23 08:16:06.940,arrival,1,13,False,False
2025-09-23 08:16:25.181,departure,-1,12,False,False
2025-09-23 08:16:29.249,arrival,1,13,False,False
2025-09-23 08:17:06.482,arrival,1,14,False,False
2025-09-23 08:17:39.547,arrival,1,15,False,False
2025-09-23 08:18:06.930,arrival,1,16,False,False
2025-09-23 08:18:27.418,arrival,1,17,False,False
2025-09-23 08:18:43.586,arrival,1,18,False,False
2025-09-23 08:19:59.518,arrival,1,19,False,False
2025-09-23 08:20:24.777,arrival,1,20,False,False
2025-09-23 08:21:30.527,arrival,1,21,False,False
2025-09-23 08:23:36.490,arrival,1,22,False,False
2025-09-23 08:47:00.062,departure,-1,21,False,False
2025-09-23 08:48:54.757,arrival,1,22,False,False
2025-09-23 08:57:22.576,departure,-1,21,False,False
2025-09-23 09:02:27.300,departure,-1,20,False,False
2025-09-23 09:02:34.742,arrival,1,21,False,False
2025-09-23 09:04:06.314,arrival,1,22,False,False
2025-09-23 09:05:35.303,departure,-1,21,False,False
2025-09-23 09:08:23.004,arrival,1,22,False,False
2025-09-23 09:21:37.165,departure,-1,21,False,False
2025-09-23 09:24:11.719,arrival,1,22,False,False
2025-09-23 10:03:27.909,departure,-1,21,False,False
2025-09-23 10:04:13.183,arrival,1,22,False,False
2025-09-23 10:44:21.963,arrival,1,23,True,False
2025-09-23 11:34:19.700,arrival,1,23,True,False
2025-09-23 11:45:52.425,departure,-1,22,False,False
2025-09-23 11:53:12.808,departure,-1,21,False,False
2025-09-23 11:54:10.732,arrival,1,22,False,False
2025-09-23 12:05:47.062,arrival,1,23,True,False
2025-09-23 12:09:26.126,departure,-1,22,False,False
2025-09-23 12:12:01.352,arrival,1,23,True,False
2025-09-23 12:26:35.497,departure,-1,22,False,False
2025-09-23 12:30:48.662,arrival,1,23,True,False
2025-09-23 12:38:55.196,departure,-1,22,False,False
2025-09-23 12:41:41.377,arrival,1,23,True,False
2025-09-23 12:41:44.330,departure,-1,22,False,False
2025-09-23 12:47:53.942,arrival,1,23,True,False
2025-09-23 12:57:50.555,departure,-1,22,False,False
2025-09-23 13:03:49.984,departure,-1,21,False,False
2025-09-23 13:04:47.760,arrival,1,22,False,False
